# Flux, Flux Uncertainty, Sky Flux
4.876238001039290022e-16,6.890235517210240165e-14,3.305238442536109395e-17
2.163023205736908110e-15,3.242490333839314691e-14,1.553856362189753267e-17
1.824628506281464804e-15,2.923151467134247631e-14,1.258012151125093693e-17
1.236490644592930008e-15,3.926529932121436004e-14,1.730202709996303333e-17
2.923322733734812891e-15,4.189790278483646103e-14,1.709385791836443041e-17
2.439892459702757747e-16,3.208704039028784901e-14,1.340795531770496144e-17
3.675974944013479297e-15,4.190273902040744899e-14,1.446924370258846874e-17
1.195586232842638634e-15,2.390916695475931707e-14,8.953891120404780917e-18
7.035880424677601598e-16,2.323342051318078841e-14,8.804721592403082056e-18
9.417978965534318208e-16,2.805545110651718477e-14,1.012002740264513161e-17
7.659378080007094206e-16,2.020118353248872518e-14,7.265592915824213102e-18
1.167013303913360671e-15,1.963845168750231643e-14,6.541261165029978493e-18
1.969262331413900792e-16,1.572763086856333143e-14,5.635814457532285940e-18
2.637504407528904414e-16,1.416528646482312015e-14,4.943483891331382778e-18
1.535322187600116378e-15,1.281242067016380137e-14,3.845887339986447515e-18
8.441091082604203859e-16,1.238302164086472754e-14,3.943668930427233461e-18
3.859103536515948566e-16,1.181072904873902665e-14,4.113160603792184039e-18
7.946130845129777332e-16,1.058218824159196668e-14,3.510246653840070387e-18
2.166027712442207590e-16,1.005979726413833788e-14,3.598110701352289859e-18
6.757929240568640802e-16,9.090737830906232637e-15,3.119855815242724882e-18
4.606010989017583414e-17,8.063657760340221679e-15,2.928518773945432850e-18
2.407595697312290942e-16,7.825265674885185475e-15,2.913589721243960454e-18
3.762983724508763674e-16,7.553730839729402196e-15,2.676028450366831867e-18
3.992379830662812107e-16,6.834608388340193598e-15,2.442992169904900744e-18
3.377677400958304546e-16,5.883174299990659611e-15,2.128470462533493148e-18
1.372620494031371763e-16,5.415984716473932209e-15,2.002223150875267182e-18
1.156741529945183691e-16,4.854311907584722714e-15,1.862254725999570482e-18
1.624072477098051139e-16,4.327203812599966319e-15,1.597212954403476324e-18
2.590935091059334437e-16,4.014575372163475382e-15,1.542387121028068683e-18
1.536167955878670151e-16,3.509831622904412485e-15,1.392613627729078266e-18
1.069884362414120284e-16,3.224923099380072657e-15,1.300150205726046288e-18
3.009346649352226515e-17,2.831414939155267519e-15,1.191518818164340367e-18
1.143911948507922874e-16,2.717049219636744922e-15,1.096801070058169522e-18
1.153617526021643355e-16,2.483583758641864063e-15,1.060103696459063715e-18
3.156691868120745336e-17,2.248054335997273937e-15,9.531307252675733577e-19
5.236823893415124975e-17,2.009597855864577892e-15,8.631528507118199920e-19
2.441796704888914897e-17,1.779235717944193847e-15,7.568293717656275311e-19
1.875416150084844557e-17,1.594397049083426826e-15,7.145038121520328953e-19
6.372488885676387820e-17,1.614369324722839010e-15,6.987818659539550833e-19
9.273122157915120898e-17,1.593457193277471504e-15,6.887916726135420786e-19
9.517439904464024885e-17,1.400648845560232253e-15,5.856950742598098948e-19
1.066292965492055343e-16,1.401663895972177852e-15,5.742175987704627815e-19
1.175327132129217165e-16,1.380430870343269737e-15,5.788162150978441026e-19
1.573221126336487650e-16,1.259592779318856193e-15,5.026521935279350739e-19
1.105694360364659340e-16,1.143400566122530430e-15,4.781354468588339432e-19
8.269061031680662065e-17,1.065556989881581775e-15,4.581908277355898410e-19
8.794050438680875526e-17,1.048288124498067392e-15,4.366974248078505476e-19
1.036936848538790400e-16,9.664732572041252037e-16,4.003684457781547731e-19
8.130574050932302600e-17,9.488196148803881505e-16,4.167849655899360628e-19
