# Pixel positions of the trace in the spatial direction, Width of the trace
7.855027284103870500e+01,1.028772292665654842e+00
7.854792279133668842e+01,1.028772292665654842e+00
7.854556662374372422e+01,1.028772292665654842e+00
7.854320433712244665e+01,1.028772292665654842e+00
7.854083593033550414e+01,1.028772292665654842e+00
7.853846140224554517e+01,1.028772292665654842e+00
7.853608075171520397e+01,1.028772292665654842e+00
7.853369397760714321e+01,1.028772292665654842e+00
7.853130107878398292e+01,1.028772292665654842e+00
7.852890205410838576e+01,1.028772292665654842e+00
7.852649690244298597e+01,1.028772292665654842e+00
7.852408562265043201e+01,1.028772292665654842e+00
7.852166821359337234e+01,1.028772292665654842e+00
7.851924467413444120e+01,1.028772292665654842e+00
7.851681500313628703e+01,1.028772292665654842e+00
7.851437919946155830e+01,1.028772292665654842e+00
7.851193726197290346e+01,1.028772292665654842e+00
7.850948918953294253e+01,1.028772292665654842e+00
7.850703498100433819e+01,1.028772292665654842e+00
7.850457463524973889e+01,1.028772292665654842e+00
7.850210815113179308e+01,1.028772292665654842e+00
7.849963552751312079e+01,1.028772292665654842e+00
7.849715676325638469e+01,1.028772292665654842e+00
7.849467185722421902e+01,1.028772292665654842e+00
7.849218080827927224e+01,1.028772292665654842e+00
7.848968361528419280e+01,1.028772292665654842e+00
7.848718027710162914e+01,1.028772292665654842e+00
7.848467079259420132e+01,1.028772292665654842e+00
7.848215516062458619e+01,1.028772292665654842e+00
7.847963338005540379e+01,1.028772292665654842e+00
7.847710544974931679e+01,1.028772292665654842e+00
7.847457136856894522e+01,1.028772292665654842e+00
7.847203113537695174e+01,1.028772292665654842e+00
7.846948474903597059e+01,1.028772292665654842e+00
7.846693220840866445e+01,1.028772292665654842e+00
7.846437351235765334e+01,1.028772292665654842e+00
7.846180865974559993e+01,1.028772292665654842e+00
7.845923764943513845e+01,1.028772292665654842e+00
7.845666048028891737e+01,1.028772292665654842e+00
7.845407715116958514e+01,1.028772292665654842e+00
7.845148766093976178e+01,1.028772292665654842e+00
7.844889200846212418e+01,1.028772292665654842e+00
7.844629019259930658e+01,1.028772292665654842e+00
7.844368221221392901e+01,1.028772292665654842e+00
7.844106806616866834e+01,1.028772292665654842e+00
7.843844775332615882e+01,1.028772292665654842e+00
7.843582127254903469e+01,1.028772292665654842e+00
7.843318862269995861e+01,1.028772292665654842e+00
7.843054980264155063e+01,1.028772292665654842e+00
7.842790481123647339e+01,1.028772292665654842e+00
7.842525364734736115e+01,1.028772292665654842e+00
7.842259630983687657e+01,1.028772292665654842e+00
7.841993279756763968e+01,1.028772292665654842e+00
7.841726310940229894e+01,1.028772292665654842e+00
7.841458724420350279e+01,1.028772292665654842e+00
7.841190520083391391e+01,1.028772292665654842e+00
7.840921697815615232e+01,1.028772292665654842e+00
7.840652257503286648e+01,1.028772292665654842e+00
7.840382199032670485e+01,1.028772292665654842e+00
7.840111522290030166e+01,1.028772292665654842e+00
7.839840227161631958e+01,1.028772292665654842e+00
7.839568313533739286e+01,1.028772292665654842e+00
7.839295781292616994e+01,1.028772292665654842e+00
7.839022630324528507e+01,1.028772292665654842e+00
7.838748860515738670e+01,1.028772292665654842e+00
7.838474471752512329e+01,1.028772292665654842e+00
7.838199463921112908e+01,1.028772292665654842e+00
7.837923836907806674e+01,1.028772292665654842e+00
7.837647590598857050e+01,1.028772292665654842e+00
7.837370724880527462e+01,1.028772292665654842e+00
7.837093239639084175e+01,1.028772292665654842e+00
7.836815134760789192e+01,1.028772292665654842e+00
7.836536410131910202e+01,1.028772292665654842e+00
7.836257065638709207e+01,1.028772292665654842e+00
7.835977101167451053e+01,1.028772292665654842e+00
7.835696516604399164e+01,1.028772292665654842e+00
7.835415311835821228e+01,1.028772292665654842e+00
7.835133486747977827e+01,1.028772292665654842e+00
7.834851041227136648e+01,1.028772292665654842e+00
7.834567975159559694e+01,1.028772292665654842e+00
7.834284288431513232e+01,1.028772292665654842e+00
7.833999980929259266e+01,1.028772292665654842e+00
7.833715052539065482e+01,1.028772292665654842e+00
7.833429503147193884e+01,1.028772292665654842e+00
7.833143332639909318e+01,1.028772292665654842e+00
7.832856540903475207e+01,1.028772292665654842e+00
7.832569127824159239e+01,1.028772292665654842e+00
7.832281093288221996e+01,1.028772292665654842e+00
7.831992437181931166e+01,1.028772292665654842e+00
7.831703159391548752e+01,1.028772292665654842e+00
7.831413259803341020e+01,1.028772292665654842e+00
7.831122738303569975e+01,1.028772292665654842e+00
7.830831594778503302e+01,1.028772292665654842e+00
7.830539829114403005e+01,1.028772292665654842e+00
7.830247441197533931e+01,1.028772292665654842e+00
7.829954430914160923e+01,1.028772292665654842e+00
7.829660798150547407e+01,1.028772292665654842e+00
7.829366542792959649e+01,1.028772292665654842e+00
7.829071664727661073e+01,1.028772292665654842e+00
7.828776163840915103e+01,1.028772292665654842e+00
7.828480040018988007e+01,1.028772292665654842e+00
7.828183293148143207e+01,1.028772292665654842e+00
7.827885923114645550e+01,1.028772292665654842e+00
7.827587929804758460e+01,1.028772292665654842e+00
7.827289313104746782e+01,1.028772292665654842e+00
7.826990072900875361e+01,1.028772292665654842e+00
7.826690209079409044e+01,1.028772292665654842e+00
7.826389721526611254e+01,1.028772292665654842e+00
7.826088610128746836e+01,1.028772292665654842e+00
7.825786874772080637e+01,1.028772292665654842e+00
7.825484515342876080e+01,1.028772292665654842e+00
7.825181531727398010e+01,1.028772292665654842e+00
7.824877923811911273e+01,1.028772292665654842e+00
7.824573691482680715e+01,1.028772292665654842e+00
7.824268834625968339e+01,1.028772292665654842e+00
7.823963353128041831e+01,1.028772292665654842e+00
7.823657246875163196e+01,1.028772292665654842e+00
7.823350515753597278e+01,1.028772292665654842e+00
7.823043159649610345e+01,1.028772292665654842e+00
7.822735178449464399e+01,1.028772292665654842e+00
7.822426572039425707e+01,1.028772292665654842e+00
7.822117340305756272e+01,1.028772292665654842e+00
7.821807483134723782e+01,1.028772292665654842e+00
7.821497000412590239e+01,1.028772292665654842e+00
7.821185892025620490e+01,1.028772292665654842e+00
7.820874157860079379e+01,1.028772292665654842e+00
7.820561797802231752e+01,1.028772292665654842e+00
7.820248811738341033e+01,1.028772292665654842e+00
7.819935199554672067e+01,1.028772292665654842e+00
7.819620961137489701e+01,1.028772292665654842e+00
7.819306096373057358e+01,1.028772292665654842e+00
7.818990605147639883e+01,1.028772292665654842e+00
7.818674487347502122e+01,1.028772292665654842e+00
7.818357742858908921e+01,1.028772292665654842e+00
7.818040371568123703e+01,1.028772292665654842e+00
7.817722373361411314e+01,1.028772292665654842e+00
7.817403748125035179e+01,1.028772292665654842e+00
7.817084495745261563e+01,1.028772292665654842e+00
7.816764616108353891e+01,1.028772292665654842e+00
7.816444109100575588e+01,1.028772292665654842e+00
7.816122974608192919e+01,1.028772292665654842e+00
7.815801212517469310e+01,1.028772292665654842e+00
7.815478822714669604e+01,1.028772292665654842e+00
7.815155805086057228e+01,1.028772292665654842e+00
7.814832159517898447e+01,1.028772292665654842e+00
7.814507885896456685e+01,1.028772292665654842e+00
7.814182984107995367e+01,1.028772292665654842e+00
7.813857454038779338e+01,1.028772292665654842e+00
7.813531295575074864e+01,1.028772292665654842e+00
7.813204508603143950e+01,1.028772292665654842e+00
7.812877093009252860e+01,1.028772292665654842e+00
7.812549048679665020e+01,1.028772292665654842e+00
7.812220375500645275e+01,1.028772292665654842e+00
7.811891073358457049e+01,1.028772292665654842e+00
7.811561142139366609e+01,1.028772292665654842e+00
7.811230581729635958e+01,1.028772292665654842e+00
7.810899392015532783e+01,1.028772292665654842e+00
7.810567572883317666e+01,1.028772292665654842e+00
7.810235124219258296e+01,1.028772292665654842e+00
7.809902045909616675e+01,1.028772292665654842e+00
7.809568337840659069e+01,1.028772292665654842e+00
7.809233999898648904e+01,1.028772292665654842e+00
7.808899031969851023e+01,1.028772292665654842e+00
7.808563433940528853e+01,1.028772292665654842e+00
7.808227205696948658e+01,1.028772292665654842e+00
7.807890347125373864e+01,1.028772292665654842e+00
7.807552858112067895e+01,1.028772292665654842e+00
7.807214738543297017e+01,1.028772292665654842e+00
7.806875988305323233e+01,1.028772292665654842e+00
7.806536607284414231e+01,1.028772292665654842e+00
7.806196595366832014e+01,1.028772292665654842e+00
7.805855952438841427e+01,1.028772292665654842e+00
7.805514678386707317e+01,1.028772292665654842e+00
7.805172773096694527e+01,1.028772292665654842e+00
7.804830236455065062e+01,1.028772292665654842e+00
7.804487068348086609e+01,1.028772292665654842e+00
7.804143268662022592e+01,1.028772292665654842e+00
7.803798837283136436e+01,1.028772292665654842e+00
7.803453774097692985e+01,1.028772292665654842e+00
7.803108078991957086e+01,1.028772292665654842e+00
7.802761751852192162e+01,1.028772292665654842e+00
7.802414792564663060e+01,1.028772292665654842e+00
7.802067201015636044e+01,1.028772292665654842e+00
7.801718977091373119e+01,1.028772292665654842e+00
7.801370120678139131e+01,1.028772292665654842e+00
7.801020631662198923e+01,1.028772292665654842e+00
7.800670509929817342e+01,1.028772292665654842e+00
7.800319755367257812e+01,1.028772292665654842e+00
7.799968367860786600e+01,1.028772292665654842e+00
7.799616347296665708e+01,1.028772292665654842e+00
7.799263693561161404e+01,1.028772292665654842e+00
7.798910406540537110e+01,1.028772292665654842e+00
7.798556486121057674e+01,1.028772292665654842e+00
7.798201932188986518e+01,1.028772292665654842e+00
7.797846744630589910e+01,1.028772292665654842e+00
7.797490923332131274e+01,1.028772292665654842e+00
7.797134468179874034e+01,1.028772292665654842e+00
7.796777379060084456e+01,1.028772292665654842e+00
7.796419655859025966e+01,1.028772292665654842e+00
7.796061298462963407e+01,1.028772292665654842e+00
7.795702306758160205e+01,1.028772292665654842e+00
7.795342680630881205e+01,1.028772292665654842e+00
7.794982419967392673e+01,1.028772292665654842e+00
7.794621524653956612e+01,1.028772292665654842e+00
7.794259994576837869e+01,1.028772292665654842e+00
7.793897829622302709e+01,1.028772292665654842e+00
7.793535029676613135e+01,1.028772292665654842e+00
7.793171594626033993e+01,1.028772292665654842e+00
7.792807524356831550e+01,1.028772292665654842e+00
7.792442818755269229e+01,1.028772292665654842e+00
7.792077477707610456e+01,1.028772292665654842e+00
7.791711501100120074e+01,1.028772292665654842e+00
7.791344888819062930e+01,1.028772292665654842e+00
7.790977640750703870e+01,1.028772292665654842e+00
7.790609756781306316e+01,1.028772292665654842e+00
7.790241236797135116e+01,1.028772292665654842e+00
7.789872080684455113e+01,1.028772292665654842e+00
7.789502288329529733e+01,1.028772292665654842e+00
7.789131859618625242e+01,1.028772292665654842e+00
7.788760794438003643e+01,1.028772292665654842e+00
7.788389092673931202e+01,1.028772292665654842e+00
7.788016754212671344e+01,1.028772292665654842e+00
7.787643778940488914e+01,1.028772292665654842e+00
7.787270166743648758e+01,1.028772292665654842e+00
7.786895917508414300e+01,1.028772292665654842e+00
7.786521031121050385e+01,1.028772292665654842e+00
7.786145507467821858e+01,1.028772292665654842e+00
7.785769346434992144e+01,1.028772292665654842e+00
7.785392547908827510e+01,1.028772292665654842e+00
7.785015111775589958e+01,1.028772292665654842e+00
7.784637037921545755e+01,1.028772292665654842e+00
7.784258326232958325e+01,1.028772292665654842e+00
7.783878976596092514e+01,1.028772292665654842e+00
7.783498988897213167e+01,1.028772292665654842e+00
7.783118363022583708e+01,1.028772292665654842e+00
7.782737098858468983e+01,1.028772292665654842e+00
7.782355196291133836e+01,1.028772292665654842e+00
7.781972655206843115e+01,1.028772292665654842e+00
7.781589475491858821e+01,1.028772292665654842e+00
7.781205657032448642e+01,1.028772292665654842e+00
7.780821199714874581e+01,1.028772292665654842e+00
7.780436103425401484e+01,1.028772292665654842e+00
7.780050368050294196e+01,1.028772292665654842e+00
7.779663993475817563e+01,1.028772292665654842e+00
7.779276979588236429e+01,1.028772292665654842e+00
7.778889326273812799e+01,1.028772292665654842e+00
7.778501033418812938e+01,1.028772292665654842e+00
7.778112100909501692e+01,1.028772292665654842e+00
7.777722528632142485e+01,1.028772292665654842e+00
7.777332316472998741e+01,1.028772292665654842e+00
7.776941464318338149e+01,1.028772292665654842e+00
7.776549972054421289e+01,1.028772292665654842e+00
7.776157839567515850e+01,1.028772292665654842e+00
7.775765066743883835e+01,1.028772292665654842e+00
7.775371653469791511e+01,1.028772292665654842e+00
7.774977599631500880e+01,1.028772292665654842e+00
7.774582905115279630e+01,1.028772292665654842e+00
7.774187569807389764e+01,1.028772292665654842e+00
7.773791593594096128e+01,1.028772292665654842e+00
7.773394976361663566e+01,1.028772292665654842e+00
7.772997717996356926e+01,1.028772292665654842e+00
7.772599818384439629e+01,1.028772292665654842e+00
7.772201277412176523e+01,1.028772292665654842e+00
7.771802094965832453e+01,1.028772292665654842e+00
7.771402270931670841e+01,1.028772292665654842e+00
7.771001805195956535e+01,1.028772292665654842e+00
7.770600697644954380e+01,1.028772292665654842e+00
7.770198948164927799e+01,1.028772292665654842e+00
7.769796556642143059e+01,1.028772292665654842e+00
7.769393522962863585e+01,1.028772292665654842e+00
7.768989847013352801e+01,1.028772292665654842e+00
7.768585528679876973e+01,1.028772292665654842e+00
7.768180567848698104e+01,1.028772292665654842e+00
7.767774964406083882e+01,1.028772292665654842e+00
7.767368718238294889e+01,1.028772292665654842e+00
7.766961829231598813e+01,1.028772292665654842e+00
7.766554297272259078e+01,1.028772292665654842e+00
7.766146122246539107e+01,1.028772292665654842e+00
7.765737304040703748e+01,1.028772292665654842e+00
7.765327842541019265e+01,1.028772292665654842e+00
7.764917737633747663e+01,1.028772292665654842e+00
7.764506989205153786e+01,1.028772292665654842e+00
7.764095597141502481e+01,1.028772292665654842e+00
7.763683561329058591e+01,1.028772292665654842e+00
7.763270881654086963e+01,1.028772292665654842e+00
7.762857558002849601e+01,1.028772292665654842e+00
7.762443590261614190e+01,1.028772292665654842e+00
7.762028978316642736e+01,1.028772292665654842e+00
7.761613722054200082e+01,1.028772292665654842e+00
7.761197821360551075e+01,1.028772292665654842e+00
7.760781276121960559e+01,1.028772292665654842e+00
7.760364086224691960e+01,1.028772292665654842e+00
7.759946251555010122e+01,1.028772292665654842e+00
7.759527771999179890e+01,1.028772292665654842e+00
7.759108647443464690e+01,1.028772292665654842e+00
7.758688877774130788e+01,1.028772292665654842e+00
7.758268462877440186e+01,1.028772292665654842e+00
7.757847402639659151e+01,1.028772292665654842e+00
7.757425696947051108e+01,1.028772292665654842e+00
7.757003345685880902e+01,1.028772292665654842e+00
7.756580348742413378e+01,1.028772292665654842e+00
7.756156706002911960e+01,1.028772292665654842e+00
7.755732417353641495e+01,1.028772292665654842e+00
7.755307482680866826e+01,1.028772292665654842e+00
7.754881901870852801e+01,1.028772292665654842e+00
7.754455674809861421e+01,1.028772292665654842e+00
7.754028801384160374e+01,1.028772292665654842e+00
7.753601281480011664e+01,1.028772292665654842e+00
7.753173114983680136e+01,1.028772292665654842e+00
7.752744301781430636e+01,1.028772292665654842e+00
7.752314841759528008e+01,1.028772292665654842e+00
7.751884734804235677e+01,1.028772292665654842e+00
7.751453980801818489e+01,1.028772292665654842e+00
7.751022579638541288e+01,1.028772292665654842e+00
7.750590531200668920e+01,1.028772292665654842e+00
7.750157835374464810e+01,1.028772292665654842e+00
7.749724492046192381e+01,1.028772292665654842e+00
7.749290501102117901e+01,1.028772292665654842e+00
7.748855862428506214e+01,1.028772292665654842e+00
7.748420575911619324e+01,1.028772292665654842e+00
7.747984641437724918e+01,1.028772292665654842e+00
7.747548058893083578e+01,1.028772292665654842e+00
7.747110828163962992e+01,1.028772292665654842e+00
7.746672949136625164e+01,1.028772292665654842e+00
7.746234421697336359e+01,1.028772292665654842e+00
7.745795245732360002e+01,1.028772292665654842e+00
7.745355421127960938e+01,1.028772292665654842e+00
7.744914947770402591e+01,1.028772292665654842e+00
7.744473825545951229e+01,1.028772292665654842e+00
7.744032054340870275e+01,1.028772292665654842e+00
7.743589634041423153e+01,1.028772292665654842e+00
7.743146564533876131e+01,1.028772292665654842e+00
7.742702845704492631e+01,1.028772292665654842e+00
7.742258477439537501e+01,1.028772292665654842e+00
7.741813459625274163e+01,1.028772292665654842e+00
7.741367792147968885e+01,1.028772292665654842e+00
7.740921474893883669e+01,1.028772292665654842e+00
7.740474507749284783e+01,1.028772292665654842e+00
7.740026890600437071e+01,1.028772292665654842e+00
7.739578623333602536e+01,1.028772292665654842e+00
7.739129705835047446e+01,1.028772292665654842e+00
7.738680137991035224e+01,1.028772292665654842e+00
7.738229919687832137e+01,1.028772292665654842e+00
7.737779050811700188e+01,1.028772292665654842e+00
7.737327531248905643e+01,1.028772292665654842e+00
7.736875360885711927e+01,1.028772292665654842e+00
7.736422539608383886e+01,1.028772292665654842e+00
7.735969067303186364e+01,1.028772292665654842e+00
7.735514943856382786e+01,1.028772292665654842e+00
7.735060169154237997e+01,1.028772292665654842e+00
7.734604743083016842e+01,1.028772292665654842e+00
7.734148665528982747e+01,1.028772292665654842e+00
7.733691936378400555e+01,1.028772292665654842e+00
7.733234555517535114e+01,1.028772292665654842e+00
7.732776522832651267e+01,1.028772292665654842e+00
7.732317838210012440e+01,1.028772292665654842e+00
7.731858501535882056e+01,1.028772292665654842e+00
7.731398512696527803e+01,1.028772292665654842e+00
7.730937871578211684e+01,1.028772292665654842e+00
7.730476578067197124e+01,1.028772292665654842e+00
7.730014632049751810e+01,1.028772292665654842e+00
7.729552033412137746e+01,1.028772292665654842e+00
7.729088782040619776e+01,1.028772292665654842e+00
7.728624877821462746e+01,1.028772292665654842e+00
7.728160320640930081e+01,1.028772292665654842e+00
7.727695110385288046e+01,1.028772292665654842e+00
7.727229246940800067e+01,1.028772292665654842e+00
7.726762730193729567e+01,1.028772292665654842e+00
7.726295560030342813e+01,1.028772292665654842e+00
7.725827736336901808e+01,1.028772292665654842e+00
7.725359258999674239e+01,1.028772292665654842e+00
7.724890127904922110e+01,1.028772292665654842e+00
7.724420342938910267e+01,1.028772292665654842e+00
7.723949903987903554e+01,1.028772292665654842e+00
7.723478810938165395e+01,1.028772292665654842e+00
7.723007063675962058e+01,1.028772292665654842e+00
7.722534662087556967e+01,1.028772292665654842e+00
7.722061606059213545e+01,1.028772292665654842e+00
7.721587895477198060e+01,1.028772292665654842e+00
7.721113530227772515e+01,1.028772292665654842e+00
7.720638510197204596e+01,1.028772292665654842e+00
7.720162835271756308e+01,1.028772292665654842e+00
7.719686505337692495e+01,1.028772292665654842e+00
7.719209520281278003e+01,1.028772292665654842e+00
7.718731879988777678e+01,1.028772292665654842e+00
7.718253584346454943e+01,1.028772292665654842e+00
7.717774633240574644e+01,1.028772292665654842e+00
7.717295026557400206e+01,1.028772292665654842e+00
7.716814764183197894e+01,1.028772292665654842e+00
7.716333846004231134e+01,1.028772292665654842e+00
7.715852271906764770e+01,1.028772292665654842e+00
7.715370041777062227e+01,1.028772292665654842e+00
7.714887155501388349e+01,1.028772292665654842e+00
