# Pesampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
4.142182893434147294e-14,5.261302178069656602e-13,3.897659418535049034e-10,1.707222759761952452e-12
8.421451814927314429e-15,5.257576027521769177e-13,3.896340630031074098e-10,1.706772839464371221e-12
1.917650830509584974e-14,5.231996033861060482e-13,3.877666110350473170e-10,1.697959415664137126e-12
2.491936827922571684e-14,5.182137420413547549e-13,3.839904566118425336e-10,1.681826470415109418e-12
2.663192384271031147e-14,5.112814561224478317e-13,3.787907931336171504e-10,1.659485347559448205e-12
3.618082086630426468e-14,5.029621667380812203e-13,3.726240912355098149e-10,1.632074482211399445e-12
3.093517979347060651e-14,4.933300811401432310e-13,3.655537635370457474e-10,1.600725050653878152e-12
2.233190857601691339e-14,4.826599012922669792e-13,3.576266369903379884e-10,1.566533266601568055e-12
3.463132684995550115e-14,4.716442843558677598e-13,3.494035763132068720e-10,1.530539545880541597e-12
6.325936696027337544e-14,4.604901469962201015e-13,3.410058454268216735e-10,1.493714359576735837e-12
9.281020648083374245e-14,4.493344509914084363e-13,3.325868720905658235e-10,1.456950304164840791e-12
6.313679611025183660e-14,4.382142025603968371e-13,3.245750069497292860e-10,1.421059733606245837e-12
3.373072347995484652e-14,4.274267032144192566e-13,3.166879998463944759e-10,1.386777212859838592e-12
3.025789114751529452e-14,4.174671821469867761e-13,3.092656209514763260e-10,1.354766050321912031e-12
2.447347208254238361e-14,4.084712120212172374e-13,3.026389260980701862e-10,1.325628232606614843e-12
4.033303397917287287e-14,4.006508421251376760e-13,2.967654368091757618e-10,1.299917203878857473e-12
3.997065974638417893e-14,3.938771758870939736e-13,2.916957605765053049e-10,1.278153091365346468e-12
3.201521419368235603e-14,3.885442875481748692e-13,2.878155614876647543e-10,1.260840170268667864e-12
2.176722605131717764e-14,3.846776939938914210e-13,2.850085045839459779e-10,1.248486581432704437e-12
7.864350720893837736e-15,3.825897802992746451e-13,2.836050327923947646e-10,1.241626565603624538e-12
3.615316193822351008e-15,3.821555786802990895e-13,2.831772074057410811e-10,1.240827123462994046e-12
7.769720256418817138e-15,3.839366059185506245e-13,2.845693850402972730e-10,1.246151763570296087e-12
9.701316317235863244e-15,3.871695482911244705e-13,2.868871929475618730e-10,1.256890295492164828e-12
4.566033776829877289e-14,3.920818443931549240e-13,2.903437028624268629e-10,1.272169933258335136e-12
2.462984237620772302e-14,3.978769899986788700e-13,2.948140152354215334e-10,1.291119230452490469e-12
2.827827722850967823e-15,4.045141263629070022e-13,2.998536220827640093e-10,1.313003481476003423e-12
5.934729462757265327e-14,4.122008430742564807e-13,3.051967804312330534e-10,1.337182322444104695e-12
2.711708758099504969e-14,4.195326704179424628e-13,3.108160105728454538e-10,1.361562696880275445e-12
6.166193341574572508e-14,4.270882130975369465e-13,3.161957002046824080e-10,1.385599980680899801e-12
1.526335174496766094e-14,4.338856709551473482e-13,3.215640398286639390e-10,1.408133041496408135e-12
6.615312138276726465e-14,4.402532520878886594e-13,3.260134126871462493e-10,1.427932830883267955e-12
1.368151194555660899e-14,4.448340874633298785e-13,3.296853613198363939e-10,1.443720550106333448e-12
2.054618560918519374e-14,4.481149841985853526e-13,3.320856545271267122e-10,1.454228365734342452e-12
5.100499751276410073e-14,4.495931701377530148e-13,3.329906505784433753e-10,1.458604714013063549e-12
5.473845316416747296e-14,4.490357261428157293e-13,3.324751445207478970e-10,1.457074489631206550e-12
2.373878093970818791e-14,4.468793085322242918e-13,3.311140467462374002e-10,1.450323456263162188e-12
1.498529415270065686e-14,4.434107407168165929e-13,3.286129329117230490e-10,1.439087891622105416e-12
2.377559398410628166e-14,4.388869708655984554e-13,3.252374324626849460e-10,1.424129224382820540e-12
4.223355301235078930e-14,4.333775280304046006e-13,3.209940818052591033e-10,1.406213923626906605e-12
4.759755862701193348e-14,4.271479485642640451e-13,3.163056695153053637e-10,1.386096953237326602e-12
2.084994651088727224e-14,4.203451588178432227e-13,3.114011831533977978e-10,1.364508976082900816e-12
1.921537310073804162e-14,4.134915359809884413e-13,3.063610729169593462e-10,1.342147295228373243e-12
1.857430883734226498e-14,4.066281595194241525e-13,3.013249893996252267e-10,1.319670371164068639e-12
2.236278232244566726e-14,3.999342697663109701e-13,2.963800495503732907e-10,1.297695655554406668e-12
1.382785209795956519e-14,3.934097071701526225e-13,2.915609522920587653e-10,1.276800048031086384e-12
7.936402719475063205e-15,3.872937558851156130e-13,2.870391466642975665e-10,1.257154093927579370e-12
1.391800465076859044e-14,3.813251453562820846e-13,2.826037226714282435e-10,1.237586385709732470e-12
1.234637373378434603e-14,3.746686167075230145e-13,2.776339765641118677e-10,1.216174350989522425e-12
2.229363551588330484e-14,3.669685718841962087e-13,2.718633792597566303e-10,1.191037523623285832e-12
1.004977111860896114e-14,3.575431694711626756e-13,2.649804633397083577e-10,1.160487186995724191e-12
1.364808517559031305e-14,3.460586135410862660e-13,2.564663255837159860e-10,1.123094227301085227e-12
1.269186228847246068e-14,3.320030604892233903e-13,2.459822117244637830e-10,1.077774056177564020e-12
3.824065326960007639e-15,3.154825410207551201e-13,2.338869624441038072e-10,1.023877876896093511e-12
2.290142183238179527e-14,2.962901752728065215e-13,2.195416329550138643e-10,9.612767197604163084e-13
4.811543358254293682e-15,2.743094467766426042e-13,2.033030263205713007e-10,8.904227363844387214e-13
1.600856857173590418e-14,2.496189804876879051e-13,1.849614411664443766e-10,8.099975946398074404e-13
2.225433611382171569e-14,2.242395105904806756e-13,1.660819803660589467e-10,7.276242589728918922e-13
3.232745813293184145e-15,1.986867005564588454e-13,1.472793695077988871e-10,6.448734447546234015e-13
9.276366438785435387e-15,1.738988939770048241e-13,1.288435633407743075e-10,5.643994352349956863e-13
1.494897362714410161e-14,1.505176558228980174e-13,1.114947493375384184e-10,4.883433258157454042e-13
9.951363272283894565e-15,1.288891628966504362e-13,9.549893036177843586e-11,4.181878741880339202e-13
1.264582319039865192e-14,1.093785788752668096e-13,8.101554951172254653e-11,3.548178056401806748e-13
2.163787912040175329e-15,9.200532767853594920e-14,6.819161480863880372e-11,2.986119773913012049e-13
1.597338429157946130e-15,7.686934796974662476e-14,5.696223540711099466e-11,2.495496805440435541e-13
2.193655578275146401e-15,6.386727082345333565e-14,4.732593472036522097e-11,2.073171707601563003e-13
1.678082404513489369e-15,5.280801545475146088e-14,3.913461530237167224e-11,1.714048390739080628e-13
5.527559780368842045e-16,4.349707952717922713e-14,3.224082229358508152e-11,1.411894852494044339e-13
1.874310380731655681e-15,3.574697760126312463e-14,2.649038230463231298e-11,1.159994818637167589e-13
2.020967357772350938e-15,2.933033546251805592e-14,2.173430987519027379e-11,9.516303866200228095e-14
1.140578287586480060e-15,2.405121862950186492e-14,1.782597073960753892e-11,7.804131388683143260e-14
9.844299764964209268e-16,1.973647205081685190e-14,1.462565988329006068e-11,6.404891025540619753e-14
5.027279815111352992e-16,1.622436941732694946e-14,1.202271299194615585e-11,5.266452532851339865e-14
1.074973810794355219e-15,1.338477840202652216e-14,9.915018094565085321e-12,4.343438738436695708e-14
9.276907195947869644e-16,1.108479545533095458e-14,8.211070876302685235e-12,3.597080644058713685e-14
1.917348654839972743e-16,9.227445664833976806e-15,6.839852241853023292e-12,2.994776367727063579e-14
9.031521056430799113e-16,7.735559459399119832e-15,5.729713207465820459e-12,2.509445866616178836e-14
1.048565302209070124e-15,6.532985572581296938e-15,4.837349099302278876e-12,2.118818017327683063e-14
5.541111707239888611e-16,5.562951679969855154e-15,4.120970080512280309e-12,1.804744685655761138e-14
3.354673993504997365e-16,4.784155250942869518e-15,3.544345251518318310e-12,1.552560139834090662e-14
5.838242881931863813e-16,4.164055319558453368e-15,3.084059106648540483e-12,1.350503867499000837e-14
9.054692943534604763e-16,3.669449436102147351e-15,2.716051805881768066e-12,1.189218389373224924e-14
7.726704543249037903e-16,3.273941165847390335e-15,2.423012720498234054e-12,1.061324854589025607e-14
5.988238211950026274e-16,2.963682774898019576e-15,2.193503170562277905e-12,9.610740639265165351e-15
7.037453051233418579e-16,2.727901981166361270e-15,2.018858549907157977e-12,8.840681628516695786e-15
3.667844555641680292e-16,2.546650182197018684e-15,1.886139712960776875e-12,8.259102288551080264e-15
3.025704144928913952e-16,2.427207509259786082e-15,1.797867602590738282e-12,7.872729766757683542e-15
3.058582165249740641e-16,2.352226930368837561e-15,1.742420944117563138e-12,7.628829748746470638e-15
4.373935209504461943e-16,2.308024272212722498e-15,1.708612752313069319e-12,7.484286615571541358e-15
2.659092780643992592e-16,2.282476972798352043e-15,1.690721558655010040e-12,7.403845552384774449e-15
2.854076875091380261e-16,2.268025123949129187e-15,1.680072322652393222e-12,7.355828023725128811e-15
2.452579057714477356e-16,2.253199054384146332e-15,1.668896837533094777e-12,7.310156692681705285e-15
5.068672229899794526e-16,2.232378773181287911e-15,1.652063544403050972e-12,7.237675186613071239e-15
5.317455602470658350e-16,2.193180763715290843e-15,1.622747083013742188e-12,7.110725364586140223e-15
2.822251208508497370e-16,2.130340499855134106e-15,1.577740869759984091e-12,6.910040218086561594e-15
2.740590077915816189e-16,2.048032738235169623e-15,1.517103319289129873e-12,6.641607586847340170e-15
3.503378200059347852e-16,1.953256797395388658e-15,1.446639255202486985e-12,6.331901406595203703e-15
4.464565589156909536e-16,1.853456896482950146e-15,1.372095705739447935e-12,6.006352648971710919e-15
3.979279328101077466e-16,1.754465989479283390e-15,1.298793682231731784e-12,5.686608961807123067e-15
2.025606731020254704e-16,1.662259670179472143e-15,1.231598744764645674e-12,5.390326643416800320e-15
2.764487116285676637e-16,1.582575478375954893e-15,1.171971673244536403e-12,5.130934932303099759e-15
3.567222229022483112e-16,1.515624107237853252e-15,1.121744731715683226e-12,4.912928238657367676e-15
3.808653627292445183e-16,1.459820939261914869e-15,1.080182904994547442e-12,4.731745613561836779e-15
3.508035761235904612e-16,1.413501912731295441e-15,1.046154111622282904e-12,4.581165713656061292e-15
1.847452267447055117e-16,1.373932666286036878e-15,1.017659568905274161e-12,4.455938863092205960e-15
1.603967526627070692e-16,1.341720267693556676e-15,9.939831733297757152e-13,4.351570170211828673e-15
1.570755815606589586e-16,1.314786626261909658e-15,9.740584803034102552e-13,4.264138123197412054e-15
2.713248570681782821e-16,1.292605739948970651e-15,9.569759812983049750e-13,4.190154706344370049e-15
3.569798362785061441e-16,1.273751395979722040e-15,9.427476955164412478e-13,4.126458357154319084e-15
3.991198188973443748e-16,1.256628498199731795e-15,9.298739828594679271e-13,4.070133626225318584e-15
3.632871266278202539e-16,1.240352210745631846e-15,9.178830770465325624e-13,4.018453233540099948e-15
3.890233632941359142e-16,1.225031212947224069e-15,9.062382398083605663e-13,3.968839510994847582e-15
4.191842589878659801e-16,1.210179909045104080e-15,8.953272711910388878e-13,3.918843097349912338e-15
4.446895871799543081e-16,1.194135293009464096e-15,8.833401383683474176e-13,3.866137284205175938e-15
4.469435369284552613e-16,1.176350140906327667e-15,8.701105330668658839e-13,3.808526651225340202e-15
4.708040620094897764e-16,1.155499956685143514e-15,8.541795191887059475e-13,3.741863900755900436e-15
1.604324298099989136e-16,1.131224260648113419e-15,8.380469779926579893e-13,3.667781754772122827e-15
4.374347809365794165e-16,1.106889211982624658e-15,8.186531883527762309e-13,3.583263601920936962e-15
4.763504236962842544e-16,1.077262840112504737e-15,7.963986220225048536e-13,3.486882002537311155e-15
3.440804819887992244e-16,1.042798693235747436e-15,7.714809594372229338e-13,3.377657013277270063e-15
3.711631343373026329e-16,1.005006343249602851e-15,7.432042217357375173e-13,3.254995326999608066e-15
3.226681666535367770e-16,9.628103576327559174e-16,7.122035571775986099e-13,3.118735654800982485e-15
3.109421240019401266e-16,9.167710057554326500e-16,6.781691326932856047e-13,2.969337950519529022e-15
4.216696484060029246e-16,8.682744739255308099e-16,6.416542882009392887e-13,2.809814104679600442e-15
4.685128721789918591e-16,8.188007102438918137e-16,6.046825767851062252e-13,2.648617287233784027e-15
4.180110222140227122e-16,7.712820986690451203e-16,5.697778511744029956e-13,2.495056368159548284e-15
3.154467758057561040e-16,7.279211445008514119e-16,5.381019758373746931e-13,2.356483667475070136e-15
3.145601277552779570e-16,6.915711130069212398e-16,5.111572592705239667e-13,2.238528256704653897e-15
2.449918516477447286e-16,6.620836795285362253e-16,4.897271465901328540e-13,2.143829136364105897e-15
2.806235881843953661e-16,6.396625015509858041e-16,4.729184986872531706e-13,2.070393499190106746e-15
2.698386021674982521e-16,6.223613685226899962e-16,4.601538497315440598e-13,2.014401178893468298e-15
2.021422155150337389e-16,6.090193796021861201e-16,4.505551815814544075e-13,1.972633970114256980e-15
1.606566210812038560e-16,5.993955539923976776e-16,4.435854661895461624e-13,1.942368182929629010e-15
1.179146157205322234e-16,5.927461447614256067e-16,4.389509045650184820e-13,1.921224813900563381e-15
1.463497597139989674e-16,5.885132184622564612e-16,4.356522169279949375e-13,1.907056734520194352e-15
2.108318641556081442e-16,5.860537044182526035e-16,4.334980467168071141e-13,1.897864672081998764e-15
2.073579590417963738e-16,5.842466514243709871e-16,4.322460168808717846e-13,1.891736791584258742e-15
2.215684913468705362e-16,5.827796342754532896e-16,4.310548801487419536e-13,1.886808799200606821e-15
2.571676603365230067e-16,5.812141024316112644e-16,4.296746232223737376e-13,1.881242903212577707e-15
2.416645400769076642e-16,5.787054319750780741e-16,4.279352824776466911e-13,1.873224811477239487e-15
2.540236192737947400e-16,5.751387119553746206e-16,4.253154937278932881e-13,1.860978277570491460e-15
2.252339397358978434e-16,5.690892009820598336e-16,4.207905509580937400e-13,1.842796560879388330e-15
2.996680115386122162e-16,5.618849033372884609e-16,4.152085142494274253e-13,1.817370803433097455e-15
2.583428282659163009e-16,5.518107950432033894e-16,4.079790381820754365e-13,1.785316913556172095e-15
2.904850351090619622e-16,5.406352756667858711e-16,3.995513961010139545e-13,1.748334532483985261e-15
3.557663192823782956e-16,5.284940926901698974e-16,3.900969646970049217e-13,1.708187464133471713e-15
2.990273332777022081e-16,5.153070790912834331e-16,3.806053830251515972e-13,1.666529671730898033e-15
2.860870722386302316e-16,5.020657091242899216e-16,3.707566485026243288e-13,1.624177039761453035e-15
1.996592826993850180e-16,4.893120112899439621e-16,3.619205139633151483e-13,1.583638704395138011e-15
2.727936567136519357e-16,4.779903473098327916e-16,3.529835492709502570e-13,1.546237724316535913e-15
2.885790248718306877e-16,4.677930200015002194e-16,3.454639916860993589e-13,1.512366708161464170e-15
2.398156647265411813e-16,4.581705994240298733e-16,3.386078217117371076e-13,1.481923964958704221e-15
3.379131242087295505e-16,4.503685209244112984e-16,3.323431454789953658e-13,1.454619021276309041e-15
3.063408258510948949e-16,4.425895702213662403e-16,3.266918208992613400e-13,1.430189746375078748e-15
2.983043015263039558e-16,4.358313267204403876e-16,3.217268034163330276e-13,1.408398698036528566e-15
3.558625988359038993e-16,4.301510639491444390e-16,3.171893892514008951e-13,1.389029924388356130e-15
3.121510388933915073e-16,4.246821125291253802e-16,3.134056087103401974e-13,1.371886157521126084e-15
3.300285018152109343e-16,4.202181451064880786e-16,3.100520839492966961e-13,1.356786344359618466e-15
3.693352129890401447e-16,4.162539151833800797e-16,3.068275805283911237e-13,1.343563468759510755e-15
3.813356165738347976e-16,4.093425140782287548e-16,3.041088443535629995e-13,1.332062625988828581e-15
3.881671434587938468e-16,4.036954100060093161e-16,3.018141925208311182e-13,1.322139316849438193e-15
3.123909590734603927e-16,4.067730786941036226e-16,3.001442836553719217e-13,1.313657933879279421e-15
3.455096422860314712e-16,4.047652386792629289e-16,2.984903529822045392e-13,1.306490416503021790e-15
3.629115457215292429e-16,4.030304679862149890e-16,2.971148911029423015e-13,1.300515055789745989e-15
3.085273343106605962e-16,4.011511705026053776e-16,2.959622019083035434e-13,1.295615432732940146e-15
3.415531359675317135e-16,4.001214566040257520e-16,2.950356109179900322e-13,1.291679476773033923e-15
3.755397196285771545e-16,3.993815379877081888e-16,2.943154593998464741e-13,1.288598633702460800e-15
3.857087884346546588e-16,3.987509017664449556e-16,2.938132825263957390e-13,1.286256891812056579e-15
3.771268541013297069e-16,3.981485810686926272e-16,2.934142063533816363e-13,1.284487432493671128e-15
3.874866828298843911e-16,3.977973513663967312e-16,2.931200310397271289e-13,1.283077462793888749e-15
4.790464314606498389e-16,3.979833865965479189e-16,2.928153973015460294e-13,1.281806853399527235e-15
4.524612700827845702e-16,3.974130092281702894e-16,2.925279929199126630e-13,1.280456475660052293e-15
4.444697345725002524e-16,3.969599677055809989e-16,2.923044614552233555e-13,1.278808147535136560e-15
4.780931781107602364e-16,3.963718769868957059e-16,2.916280896041420433e-13,1.276644950654803727e-15
5.046581328364398489e-16,3.956438510604086238e-16,2.909607294305025682e-13,1.273751914853281230e-15
5.376593021728917963e-16,3.946917634567325157e-16,2.901105440395906855e-13,1.269917064185860511e-15
5.538849380365951565e-16,3.932133014731654279e-16,2.888933102713103600e-13,1.264932814382207835e-15
5.842863039018969908e-16,3.914255740809423259e-16,2.874135054910763168e-13,1.258597705995805547e-15
5.243806150972816769e-16,3.887318380900352907e-16,2.857857523237824877e-13,1.250718450287639218e-15
5.044009091505866304e-16,3.856002105980824446e-16,2.835178050644894650e-13,1.241112256303668331e-15
5.468617136416460722e-16,3.822985866385928602e-16,2.808497560792753242e-13,1.229609397908382233e-15
5.199430970192621083e-16,3.780909765356874246e-16,2.779604489178347702e-13,1.216055969041016921e-15
5.752094949765418651e-16,3.735470766628799464e-16,2.743026187327180640e-13,1.200316764567321960e-15
6.071954156707266408e-16,3.681470096274492678e-16,2.701240864012065765e-13,1.182278213295479331e-15
5.581598096896534587e-16,3.615434756660277871e-16,2.655207615111208747e-13,1.161584137737650144e-15
5.825945294780950873e-16,3.543990315377760411e-16,2.599948206064168926e-13,1.138360832131278397e-15
5.823327630068551950e-16,3.466543517812760056e-16,2.543267916148057174e-13,1.112893391136374848e-15
6.323140801934073639e-16,3.383351339099365984e-16,2.479064415791487632e-13,1.084959549045720352e-15
6.336577249912387543e-16,3.291124744158143178e-16,2.411135208274993294e-13,1.054825674704793866e-15
6.105745958195376750e-16,3.192884907549738894e-16,2.339121504693485491e-13,1.023506920408623936e-15
6.253438582706146674e-16,3.096806662213056416e-16,2.266970010138530658e-13,9.921509192914457182e-16
6.190920206019880389e-16,3.003303237491496888e-16,2.198280748212825979e-13,9.617799889799423270e-16
6.368367370206269832e-16,2.917064543439089786e-16,2.133861054903066893e-13,9.332956531249987115e-16
6.152723656679231101e-16,2.834981809326246955e-16,2.073077993915362806e-13,9.074925935977946198e-16
6.049155495440954796e-16,2.765365623637942710e-16,2.022029360096483250e-13,8.850787440618514147e-16
5.797356432230413342e-16,2.707247838377339206e-16,1.980428445022109910e-13,8.665872238598912362e-16
6.256134928785092532e-16,2.665321718408527925e-16,1.947374834603749493e-13,8.519818099496650153e-16
6.101402455031174852e-16,2.629022264486825922e-16,1.920790776503318147e-13,8.406719838470150499e-16
6.137533337943844258e-16,2.602540394714466284e-16,1.900824192287858525e-13,8.320759854602819348e-16
6.389096372420633185e-16,2.584197979475685703e-16,1.885945228451459550e-13,8.256604099845516531e-16
6.216630604732350632e-16,2.568920591624885569e-16,1.875758517963124126e-13,8.209257338869991945e-16
5.722377055223940697e-16,2.555217694445847653e-16,1.868136564432785746e-13,8.173952283795655137e-16
5.752553692501300724e-16,2.546245938352071788e-16,1.860833298885565920e-13,8.146068475352558834e-16
5.914913509533135810e-16,2.539875959034287035e-16,1.855604112840973139e-13,8.121078323203818864e-16
6.582547861537355239e-16,2.536161047500821880e-16,1.849994658125997705e-13,8.094518777740863945e-16
6.452866228126395754e-16,2.525099330219621906e-16,1.842270816087949624e-13,8.061987741709972064e-16
6.773173280091001784e-16,2.513908643443241781e-16,1.832509098569136847e-13,8.019164574551787668e-16
7.395156551003001416e-16,2.500126446269504497e-16,1.819386026050679940e-13,7.961853914041169622e-16
7.481870450019614778e-16,2.477335124742648358e-16,1.802084706330997836e-13,7.886051555630456195e-16
7.885907745585335379e-16,2.449785922311799640e-16,1.779943947071393946e-13,7.788030999397667107e-16
8.200042780907965013e-16,2.413869664091762723e-16,1.751741243158254384e-13,7.665600825130186316e-16
7.696349944106647296e-16,2.366360769945174086e-16,1.718836922361835791e-13,7.521482433833445758e-16
7.685269752754483754e-16,2.317040857491296815e-16,1.682302283566657403e-13,7.361868643388963115e-16
7.384328647528784030e-16,2.262889456359192820e-16,1.643380380676815867e-13,7.193131379473438643e-16
7.347912188208830295e-16,2.210177409628941993e-16,1.604870957311509766e-13,7.021200816062300045e-16
7.166209677653455143e-16,2.156749535630340071e-16,1.566060090584353135e-13,6.851515663941927437e-16
7.123123032264981095e-16,2.106020781163622009e-16,1.528394594465839890e-13,6.689018016065861856e-16
7.359730771765521825e-16,2.061116558882357924e-16,1.494096105151026426e-13,6.538186525168124878e-16
7.435091119531562841e-16,2.020641864199893038e-16,1.464317788919320913e-13,6.402942478588914027e-16
7.590741091274284060e-16,1.984904792314314413e-16,1.436954095727703664e-13,6.284570952808032144e-16
8.021950898256989109e-16,1.955235213805924489e-16,1.412509042927977210e-13,6.181696250871341373e-16
7.906062325540619495e-16,1.927203040906162582e-16,1.392420287757796061e-13,6.092422349340243158e-16
7.873064385362809340e-16,1.903705129009945460e-16,1.375638399430655349e-13,6.015004998553930404e-16
7.473191311430097946e-16,1.880496582819089515e-16,1.360185402571926318e-13,5.947835860383613577e-16
7.526933793847867981e-16,1.862277176202828855e-16,1.346049933129733374e-13,5.889416957212200777e-16
7.327248844797033490e-16,1.845188787046339587e-16,1.334277774660558250e-13,5.838339373430865373e-16
7.269226567621963435e-16,1.831450911221507176e-16,1.324681938578218946e-13,5.793265676409792211e-16
6.852916314615966940e-16,1.815674759315172009e-16,1.314308683325714859e-13,5.752915646211867651e-16
7.076962548109558204e-16,1.805654360833556008e-16,1.305857489052449852e-13,5.716055000669421005e-16
7.582665175270813279e-16,1.798446468587885939e-16,1.298421551342421915e-13,5.681486878705973002e-16
7.801040972941723325e-16,1.789701215336039067e-16,1.291114682247005594e-13,5.648045902776219341e-16
7.737098562012704152e-16,1.779507758819208747e-16,1.284198123342622574e-13,5.614594683064507811e-16
7.725734855725361277e-16,1.768499274332505518e-16,1.275905000006242482e-13,5.580022653096086587e-16
8.055656592841831627e-16,1.759366981104789770e-16,1.267879693061733648e-13,5.542883866014883898e-16
7.561012449383846112e-16,1.743208454059198531e-16,1.257584859705320378e-13,5.502499717150317511e-16
7.187318075262554759e-16,1.727588593254570494e-16,1.247933063635746967e-13,5.458523602720746296e-16
7.867295963495173079e-16,1.716851898182576034e-16,1.236629427712855266e-13,5.411260708488376022e-16
7.647006197164639335e-16,1.700462998557311926e-16,1.225728860498679491e-13,5.361422145327396076e-16
7.976005563370624188e-16,1.686649809660114584e-16,1.214068071364484102e-13,5.309700309087958879e-16
7.956999419868257692e-16,1.670328392458223071e-16,1.202178766339227875e-13,5.256766152115014111e-16
7.864613250857400316e-16,1.653028877966325724e-16,1.189549114655442247e-13,5.203267307642478666e-16
7.942649010403853767e-16,1.636887330339729553e-16,1.177154280977119896e-13,5.149827025167106820e-16
7.866792743671035300e-16,1.620040098422585228e-16,1.164921602977129565e-13,5.097043869955364458e-16
7.709725175759191087e-16,1.603103762784663830e-16,1.153024346167676822e-13,5.045492137549179836e-16
7.539783788271568805e-16,1.587087216248357422e-16,1.142209987217509823e-13,4.995722934300250317e-16
7.823444493675879572e-16,1.573933136966485723e-16,1.130982103622741212e-13,4.948265877347652216e-16
7.661260941725872650e-16,1.559357431819047801e-16,1.121023903575982550e-13,4.903627520845613354e-16
7.910724210717690188e-16,1.548070470938413148e-16,1.111527540315652605e-13,4.862179485314102077e-16
8.040451571856331153e-16,1.537041234373152684e-16,1.102781570457155830e-13,4.823776332812622946e-16
7.663118019199811376e-16,1.523470651665588456e-16,1.094252020120485437e-13,4.787871056611246667e-16
