# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
1.361802995523175396e-06,2.472007197431926625e-04,7.524571071548814480e-03,1.346176656993779314e-05
7.539170687172859977e-07,1.258570610685486263e-04,3.831385438162046662e-03,6.853776069563732442e-06
2.442484426554449403e-07,6.911498326983103757e-05,2.104478785336322787e-03,3.763782614808315604e-06
9.764308260728726212e-08,3.789299856866422828e-05,1.153890802546287319e-03,2.063532428046607269e-06
4.364137362457092377e-08,2.085480527504493634e-05,6.350583080648521421e-04,1.135686501276636553e-06
1.501599057250668091e-08,1.156268987363686317e-05,3.520805101697763824e-04,6.296673900934517238e-07
3.734814585775377169e-08,6.473898920733324142e-06,1.970392130976420799e-04,3.525479868309918541e-07
1.531991106340410429e-08,3.666556979175686999e-06,1.116644629250158595e-04,1.996690553072493700e-07
9.393660091651071314e-09,2.012082621455959669e-06,6.126567663656652337e-05,1.095716331488255042e-07
1.710840237002279978e-09,1.191303943787255016e-06,3.629238420315975591e-05,6.487463154321864207e-08
2.189309459173018981e-09,7.363411918427687389e-07,2.242944127275855583e-05,4.009880413926812254e-08
1.582525042884257557e-09,4.564833470434879819e-07,1.390062212622345105e-05,2.485863418920976340e-08
9.926857126854812832e-10,2.847670131480604516e-07,8.670459999850397032e-06,1.550750767810898855e-08
8.960851495474803604e-10,1.791623432726117836e-07,5.456085794168649426e-06,9.756612548947401777e-09
2.481039750191208246e-10,1.138610193366372893e-07,3.468116470449919882e-06,6.200509715571163453e-09
2.241176153467864216e-10,7.236475751022070347e-08,2.203761846513204406e-06,3.940755006703400552e-09
3.412394202733259526e-11,4.527278028864137314e-08,1.378647606773497912e-06,2.465411917802585956e-09
4.081691375516527577e-11,3.095587421692149382e-08,9.428762867210873640e-07,1.685758655319667549e-09
4.238828209055817477e-11,2.124958880760025423e-08,6.471359781720303583e-07,1.157185159886505609e-09
4.254922721930549484e-11,1.468025046567702577e-08,4.469366668055915227e-07,7.994398449991221693e-10
4.787911887830331651e-11,1.022432805382553889e-08,3.112543624572576922e-07,5.567844536332513433e-10
4.927282782417619409e-11,7.187477236968086292e-09,2.188735877446874012e-07,3.914071971668510146e-10
1.008715098829602043e-11,5.103770244815211368e-09,1.554286865625059056e-07,2.779351280958303771e-10
7.459739356202106031e-13,3.487509681903416939e-09,1.062412413819961020e-07,1.899187078764484319e-10
8.858823440321949657e-12,2.599316283193308057e-09,7.918803607566481028e-08,1.415505145217398718e-10
5.289031865825228900e-12,1.947702179702265848e-09,5.931773955331614164e-08,1.060656786779810775e-10
4.031492634762793647e-12,1.469559040347007751e-09,4.475561367279825637e-08,8.002752094140788032e-11
5.483091741863338965e-12,1.117714374255864815e-09,3.404547149788775911e-08,6.086717718549442300e-11
5.385774075158894924e-12,8.576108819617116486e-10,2.610956499768663110e-08,4.670276656673364423e-11
3.661977916392299301e-12,6.622476839558283953e-10,2.015692499937290017e-08,3.606390688831088396e-11
1.193198235515263320e-12,4.996041887638639429e-10,1.522212048752909681e-08,2.720685837230817548e-11
5.700339873619511340e-13,4.012909777512465242e-10,1.222506982729848160e-08,2.185303294765199161e-11
7.505889595320856985e-13,3.243674751892539189e-10,9.879822750647150085e-09,1.766402315403710455e-11
7.253572076453125858e-13,2.640771762167873971e-10,8.043547263738023601e-09,1.438080483393688987e-11
4.626506330641796619e-13,2.166698657133303483e-10,6.599517712687478697e-09,1.179915317511834870e-11
4.110336761489267264e-13,1.792321907126318096e-10,5.456556490180603205e-09,9.760416222057281512e-12
6.572861722883538558e-13,1.478403855576419353e-10,4.502248660212386962e-09,8.050918151140912217e-12
5.615065586993328147e-13,1.224727854736715005e-10,3.729105478492235740e-09,6.669479167508778833e-12
7.004600807695405146e-13,1.049805868700966923e-10,3.196371808019636343e-09,5.716909551912716493e-12
6.101236678995296152e-13,9.057818754766529038e-11,2.757875325909160572e-09,4.932600598120008045e-12
3.287794250026504816e-13,7.869498703952113061e-11,2.396475718738788146e-09,4.285479215796837769e-12
1.513145635415830827e-13,6.886260642210277072e-11,2.097419773211754125e-09,3.750038975404956464e-12
4.852871294289903613e-13,6.070037387768863223e-11,1.848028765364215333e-09,3.305549698006882479e-12
6.501967651904680844e-15,5.293571705467860590e-11,1.612963758546653776e-09,2.882711132486245648e-12
9.552663800800083917e-14,4.743210754961907821e-11,1.445011243290356455e-09,2.583002027323358245e-12
1.122911077211325295e-13,4.297836859013248973e-11,1.309509299707911921e-09,2.340465539776854896e-12
1.120142497683377666e-13,3.918095779721421507e-11,1.193578487071375956e-09,2.133670600991873240e-12
1.085541456466422028e-13,3.594055667708146408e-11,1.094488710438203948e-09,1.957208641034560851e-12
1.023099121544100795e-13,3.317306736151472431e-11,1.010237259251975830e-09,1.806499956928856791e-12
1.009910494953368580e-13,3.061448783862371629e-11,9.324601340577984606e-10,1.667167837050386763e-12
4.162596998286799989e-14,2.845228189239592724e-11,8.669030189549742240e-10,1.549420964064387386e-12
1.600412929470729675e-13,2.684671357650380149e-11,8.180376434805599501e-10,1.461986809656083676e-12
1.000234063139027283e-13,2.546314871603150370e-11,7.756688815401880134e-10,1.386642258789372109e-12
4.746202393043333761e-14,2.427528467345760402e-11,7.394755358264638376e-10,1.321954953309515771e-12
1.090716041552186676e-13,2.326019114745077912e-11,7.088714119082218469e-10,1.266676181786873567e-12
4.966017277316873947e-14,2.236542905914893646e-11,6.814222564031001772e-10,1.217950278428017639e-12
1.214847234021642859e-13,2.154913672332806536e-11,6.564190968108854016e-10,1.173497588723578869e-12
6.888311961146313254e-14,2.100421331500544497e-11,6.398790690713967669e-10,1.143822789485316532e-12
7.605928765108703163e-14,2.055782682253458459e-11,6.259723164719545970e-10,1.119513997926874379e-12
7.734075897762241178e-14,2.020184662544599016e-11,6.150771904981465732e-10,1.100128446264052488e-12
4.228809641801519525e-14,1.992905203937576952e-11,6.070955595661831359e-10,1.085272918944817541e-12
7.675787190420378994e-15,1.973088071225266496e-11,6.010941641029874390e-10,1.074481137451911980e-12
1.660406915748721740e-13,1.960566297809929267e-11,5.969058050545532709e-10,1.067662177072344272e-12
4.349081276381683552e-14,1.958572893860698151e-11,5.964580914527954014e-10,1.066576632534981420e-12
4.265630592398394386e-14,1.962439280604186144e-11,5.977531155849051487e-10,1.068682144017472841e-12
6.673872680957163774e-14,1.971880739762669016e-11,6.005816418032489520e-10,1.073823662982656107e-12
9.643813186871906729e-14,1.986637612096603664e-11,6.049412099849839780e-10,1.081859787250185069e-12
2.263000135071160360e-13,2.007058101157032217e-11,6.112561211537395246e-10,1.092980137421301249e-12
9.093728837544403253e-14,2.039567446893235256e-11,6.214270442200263395e-10,1.110683695229314965e-12
8.265923614186431183e-14,2.071923584634733894e-11,6.311582488187313679e-10,1.128303820829661642e-12
5.615715021746349918e-14,2.108569241259116533e-11,6.422864751455126246e-10,1.148259882262028346e-12
5.236273019594113191e-14,2.149337525296204646e-11,6.546891079608974328e-10,1.170460995728808089e-12
7.563088289937165404e-14,2.194060653289371770e-11,6.682866187325917076e-10,1.194815791684888012e-12
6.993838522017126502e-14,2.245175794078025062e-11,6.838755806402425270e-10,1.222651474922292368e-12
1.225861531559732655e-13,2.309982663932946846e-11,7.032867726376247626e-10,1.257943239222932640e-12
1.004650314202621180e-13,2.367606466301374566e-11,7.211674900422047077e-10,1.289323332966586480e-12
1.453872784062249175e-13,2.428011850049724509e-11,7.393888423330055010e-10,1.322218187639603852e-12
1.274311868991580933e-13,2.490891216058059481e-11,7.584980536540019229e-10,1.356460294524467867e-12
1.636934866523036659e-14,2.555919549241754654e-11,7.786395776657200949e-10,1.391872660722090513e-12
7.598303116117697911e-14,2.629637995275639991e-11,8.007847788801194528e-10,1.432017386544877102e-12
1.635957917575703828e-14,2.709525183680959008e-11,8.253443541850643780e-10,1.475521413659375786e-12
1.037521418126159801e-13,2.778586008407513153e-11,8.461225646009867057e-10,1.513129746750446301e-12
1.035599940395356674e-13,2.847333847869083653e-11,8.672750055625930462e-10,1.550567637998249268e-12
6.500805839251848241e-14,2.914927361569697180e-11,8.880596758112450110e-10,1.587376920073185538e-12
6.374852256310558197e-14,2.980025443994199399e-11,9.076145520118454571e-10,1.622827269479000273e-12
6.298881699108136264e-14,3.047034559127576970e-11,9.286396162781396838e-10,1.659318306630776998e-12
5.124770421370465264e-14,3.090497479313240453e-11,9.415570545552305841e-10,1.682986833381763860e-12
2.058849028942089657e-14,3.108896072191670330e-11,9.472450584717190174e-10,1.693006123037736602e-12
5.339000924546241223e-14,3.104069798863730998e-11,9.457526806140857683e-10,1.690377887725800420e-12
1.050968105576130030e-13,3.072848331018307825e-11,9.360863128167490499e-10,1.673375667276410463e-12
6.213196175508404252e-14,3.012352136726164424e-11,9.175502697498217713e-10,1.640431359999666145e-12
6.633176698408679215e-14,2.878518845775242189e-11,8.764620825359381158e-10,1.567549997631545748e-12
1.021934998739640518e-13,2.728409781238151282e-11,8.311614055146569967e-10,1.485805365587540348e-12
6.670070660209120214e-14,2.553872271879179464e-11,7.781803005513729409e-10,1.390757777870878699e-12
6.243520499213800596e-14,2.365244441767734997e-11,7.206571551495368985e-10,1.288037048712277237e-12
1.176255643637788172e-13,2.172123942933279882e-11,6.616432866955185840e-10,1.182869754772289544e-12
1.059323632155893052e-13,1.964461536626885873e-11,5.986009428526665841e-10,1.069783399594680546e-12
4.924232567206317378e-14,1.771483902605438095e-11,5.396224409296821003e-10,9.646939053057509501e-13
1.026185034215502098e-13,1.630995863392129893e-11,4.967796677850635331e-10,8.881885783059121972e-13
1.170892458542859361e-13,1.513156567203438327e-11,4.607011130834615276e-10,8.240170378745989823e-13
8.586798460624618271e-14,1.419092146200357038e-11,4.319425919454421204e-10,7.727925398416240478e-13
3.212764742965826566e-14,1.349708829120846073e-11,4.110755337299854595e-10,7.350085876124680965e-13
2.161984025150584932e-14,1.306307372576737574e-11,3.979810280935270927e-10,7.113735319444676479e-13
2.503323141741073493e-14,1.299872988177827157e-11,3.958795729250841774e-10,7.078695704102675545e-13
2.430718560746416211e-14,1.306169608077655495e-11,3.978234039598096234e-10,7.112985097259487992e-13
1.774889656078425077e-14,1.319410534439326475e-11,4.019409744565065725e-10,7.185090979227190794e-13
1.172314305416464764e-14,1.334915585653890158e-11,4.067318863990428009e-10,7.269526566487719047e-13
3.673350467448477539e-14,1.347279788726040974e-11,4.104638407352822848e-10,7.336858091660837638e-13
2.652809304026843454e-14,1.340243950675295197e-11,4.082556044892200658e-10,7.298543150597587020e-13
2.539036643621410179e-14,1.309710322990561183e-11,3.990367094407559316e-10,7.132266705631992663e-13
3.306006620564672385e-14,1.254947647988067777e-11,3.822919024078670484e-10,6.834046559497895370e-13
