# Pesampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
6.151101024740240248e-16,8.493947398092797391e-15,2.590020357316712921e-13,4.625534127981894904e-16
6.999742470495896476e-16,8.436130831261477658e-15,2.570840173530474948e-13,4.594049061055644341e-16
7.410877383935162134e-16,8.377261685369495805e-15,2.554297800428112085e-13,4.561990792985660498e-16
6.895560258267345441e-16,8.316627832972884648e-15,2.536099312347423724e-13,4.528971521771062578e-16
6.399416884024173273e-16,8.253629090505578724e-15,2.517336581470685265e-13,4.494664406493383652e-16
6.698556471735289255e-16,8.188248235486847090e-15,2.497790310399613215e-13,4.459060068336191289e-16
6.865776836757137859e-16,8.121270600567349766e-15,2.476579497778615703e-13,4.422586174531992632e-16
6.509418612079718012e-16,8.053555831911117916e-15,2.456928281807669912e-13,4.385710861093767151e-16
7.343168342609172499e-16,7.985936718141152177e-15,2.435178402466131070e-13,4.348887638270232233e-16
6.636171209447150198e-16,7.919218853350695705e-15,2.415365205561719992e-13,4.312555207032468159e-16
6.449670436256596910e-16,7.854181132541858885e-15,2.395209660309291671e-13,4.277137728874087163e-16
5.802199525424392356e-16,7.791577032491512280e-15,2.377330205441557721e-13,4.243045523330120311e-16
6.613830255335779811e-16,7.732135182031090756e-15,2.358467186648646911e-13,4.210675378533305099e-16
6.389386011363884894e-16,7.676464692257798054e-15,2.342054296805993284e-13,4.180358997052215467e-16
6.655803853821313120e-16,7.624716257584957221e-15,2.327269853391350293e-13,4.152178442280950326e-16
7.313640600737592585e-16,7.576568468548620821e-15,2.310887550020138860e-13,4.125958684828065434e-16
6.794128932006194191e-16,7.531671294149057452e-15,2.297647447748768137e-13,4.101509108922246620e-16
6.048497424678059004e-16,7.489685936756891419e-15,2.285300704354660494e-13,4.078645216129080240e-16
5.795864542109315891e-16,7.450283563634506418e-15,2.273599524254161881e-13,4.057187934577875146e-16
6.008239780507244489e-16,7.413144189674641055e-15,2.261564412842351629e-13,4.036963010536567685e-16
5.417551988078154463e-16,7.377955702943974929e-15,2.252444091009660322e-13,4.017800477753688932e-16
5.808396992099292211e-16,7.344413025807088334e-15,2.240452155519039762e-13,3.999534200633102748e-16
6.125621661606296944e-16,7.312217405425495794e-15,2.231368180102999751e-13,3.982001487862295856e-16
6.384425088666927609e-16,7.281075828284469255e-15,2.221047601604933690e-13,3.965042773582282875e-16
5.938491532449609247e-16,7.250700554113367636e-15,2.212343751613432684e-13,3.948501363575395615e-16
6.266937651843045766e-16,7.220808765137500142e-15,2.202518123369226163e-13,3.932223244258996558e-16
6.940953101229650093e-16,7.191122327040501898e-15,2.193007845241711061e-13,3.916056952513168388e-16
6.536784640712581648e-16,7.161367658333314673e-15,2.184331295251752191e-13,3.899853504543206755e-16
6.633134226550515967e-16,7.131275705020382757e-15,2.175717770997786894e-13,3.883466382083637669e-16
6.314193372364666514e-16,7.100582017536713520e-15,2.165800267778372038e-13,3.866751574295699444e-16
6.301910725426919639e-16,7.069026926899133101e-15,2.156120244763010791e-13,3.849567673693719191e-16
6.118049881426404987e-16,7.036355816882605288e-15,2.146333213981987762e-13,3.831776024363701186e-16
6.340603378075301574e-16,7.002323569079429997e-15,2.136431557913260440e-13,3.813243142601468457e-16
6.457912377794798719e-16,6.966758801386991659e-15,2.124856625381485122e-13,3.793875699153981503e-16
6.420561318330683260e-16,6.929681849017642447e-15,2.114713599692439810e-13,3.773684767932289808e-16
6.386814006030109962e-16,6.891222081596856033e-15,2.103106421013717439e-13,3.752740799527777874e-16
6.836850534023082500e-16,6.851509970737684327e-15,2.090815276619618750e-13,3.731114844639292674e-16
6.738410899455557007e-16,6.810674259615363957e-15,2.078270573838278869e-13,3.708877012713321474e-16
6.507642148172081863e-16,6.768841757551419371e-15,2.064077264737396946e-13,3.686096360081011328e-16
6.164195558334354385e-16,6.726137157273437761e-15,2.051963308315485199e-13,3.662840790443645937e-16
6.279462825661401263e-16,6.682682874461277648e-15,2.039040576585940345e-13,3.639176967494606021e-16
5.776684985858103876e-16,6.638598909109578416e-15,2.024962873720596587e-13,3.615170239421785948e-16
6.280308909650018196e-16,6.594002728165161365e-15,2.011625352143145524e-13,3.590884574995652538e-16
6.816437379496903426e-16,6.549009168837260486e-15,1.997871398020584005e-13,3.566382510915066840e-16
6.499366963924889570e-16,6.503730361927511818e-15,1.984214249415019540e-13,3.541725110055228209e-16
6.000495438124838396e-16,6.458275674486739176e-15,1.969704283007822795e-13,3.516971930240378718e-16
5.535034957008618766e-16,6.412751671072859133e-15,1.956589265056784198e-13,3.492181003146089995e-16
5.699007323405765531e-16,6.367262092862675712e-15,1.942075046974642961e-13,3.467408822924209940e-16
5.958168403128213753e-16,6.321907853855193816e-15,1.927762106176754390e-13,3.442710344135305623e-16
6.164141303173765286e-16,6.276787053399002570e-15,1.914110315333973122e-13,3.418138988570677172e-16
5.916021511186690521e-16,6.231995004277115090e-15,1.901272169715584303e-13,3.393746660546476968e-16
5.747022020257157693e-16,6.187623719240832089e-15,1.887239511266505247e-13,3.369583467286340658e-16
5.940396087811031649e-16,6.143754365573445568e-15,1.874575841144490223e-13,3.345693609916297105e-16
6.202812147562425440e-16,6.100440027507602823e-15,1.861154283535633519e-13,3.322105996424425024e-16
5.835990089731811135e-16,6.057718015432017815e-15,1.847807404877233539e-13,3.298840944864100372e-16
6.113113828967910353e-16,6.015624271041234606e-15,1.835081966657420729e-13,3.275918027941301266e-16
6.145763649917915899e-16,5.974193656293817364e-15,1.822361247581441561e-13,3.253356230372070549e-16
5.494901610159497534e-16,5.933459997257987316e-15,1.810605489582396563e-13,3.231173972759454457e-16
5.625122343097937787e-16,5.893456129843309375e-15,1.797483265732806461e-13,3.209389136497527326e-16
6.123971054577409581e-16,5.854213947313435780e-15,1.785773377663140751e-13,3.188019089645325227e-16
5.255490866898334379e-16,5.815764449479739575e-15,1.774133696140109750e-13,3.167080713716136816e-16
5.894500846093872673e-16,5.778137793487438155e-15,1.762451530641544998e-13,3.146590431334013134e-16
6.089090237952430922e-16,5.741363346114611613e-15,1.751112290454685013e-13,3.126564234714152398e-16
6.225531162782071612e-16,5.705469737512047923e-15,1.739048716955722683e-13,3.107017714927918392e-16
5.996324828947883883e-16,5.670484916324467974e-15,1.729294560789410187e-13,3.087966091920100832e-16
5.211495227294782421e-16,5.636436206140234965e-15,1.718678976474699673e-13,3.069424245249645499e-16
5.009465149821576637e-16,5.603348590251007734e-15,1.709419437540987071e-13,3.051405780024197508e-16
5.327546419890358407e-16,5.571225969755646731e-15,1.699498996879586505e-13,3.033912820658405414e-16
5.387234371163123319e-16,5.540010674521065725e-15,1.690644461023424804e-13,3.016913961828395109e-16
5.703171929074960391e-16,5.509629876596123152e-15,1.680333499669540306e-13,3.000369543743719152e-16
5.569285703410407613e-16,5.480012451984941306e-15,1.671915246581681817e-13,2.984240834533873924e-16
6.065791573897494325e-16,5.451088887661749417e-15,1.662746593171708876e-13,2.968489979611533086e-16
5.840768352604516919e-16,5.422791197020873584e-15,1.654428118860596051e-13,2.953079955629299847e-16
5.969507048967827159e-16,5.395052843935411160e-15,1.645429726111776667e-13,2.937974529124468786e-16
5.850703887723908192e-16,5.367808675094153104e-15,1.638047600725818878e-13,2.923138219671862983e-16
6.033602367625058350e-16,5.340994860309022801e-15,1.628601509014001912e-13,2.908536267377161841e-16
5.715204783967147361e-16,5.314548840506239416e-15,1.621519042866831412e-13,2.894134604554534993e-16
5.627996488948936899e-16,5.288190359091820317e-15,1.613869100641517040e-13,2.879780612359737588e-16
5.589246059022250269e-16,5.262191158733463512e-15,1.605449121735604202e-13,2.865622273222511585e-16
6.398473415274178462e-16,5.236481272927435220e-15,1.596046017587251765e-13,2.851621485605827039e-16
5.901497801903514217e-16,5.210898726034754926e-15,1.589868814569785517e-13,2.837690042718551606e-16
5.963540149416139235e-16,5.185386751191038197e-15,1.582237802236236967e-13,2.823797031128210422e-16
5.597246965543646195e-16,5.159889690748380085e-15,1.574897459685189228e-13,2.809912141446413593e-16
6.015488767346193304e-16,5.134352991680415479e-15,1.565953495331115254e-13,2.796005665826592359e-16
5.535270265224750085e-16,5.108733009092912450e-15,1.558695506650068795e-13,2.782053836644690199e-16
4.861426820256025766e-16,5.083035257465324361e-15,1.551123497338573904e-13,2.768059656911153615e-16
4.098032186890452457e-16,5.057282872467804107e-15,1.542369201432831476e-13,2.754035725577556584e-16
4.105918300315595617e-16,5.031499771146571318e-15,1.535710715191200401e-13,2.739995067108080248e-16
4.379389056641915688e-16,5.005709416434534828e-15,1.528220509697707639e-13,2.725950458671213667e-16
4.092739725932071867e-16,4.979934815771890502e-15,1.519975005151644699e-13,2.711914429388572366e-16
4.849280691966108658e-16,4.954198521243080890e-15,1.511842749365731467e-13,2.697899260409486606e-16
5.540882556555269599e-16,4.928522630749878736e-15,1.503772201266560053e-13,2.683916985549821443e-16
5.383877578636314172e-16,4.902928790185938851e-15,1.496494856438005516e-13,2.669979392476175278e-16
5.961386618933288912e-16,4.877438196577112968e-15,1.488548665308577860e-13,2.656098024415983858e-16
5.719400530430526077e-16,4.852071602152850795e-15,1.481162540637510273e-13,2.642284182374687818e-16
5.390420448256203300e-16,4.826849319314370276e-15,1.473767859803948094e-13,2.628548927841234191e-16
5.690419317724997728e-16,4.801791226465499296e-15,1.465762241639861237e-13,2.614903085963368758e-16
6.148860140766214941e-16,4.776916310551234109e-15,1.457917121991327490e-13,2.601356996428656169e-16
6.149639868568414178e-16,4.752237464152296925e-15,1.450148582285425729e-13,2.587917680127323607e-16
5.808809800993592056e-16,4.727761661418544499e-15,1.443488736059081887e-13,2.574588934960007894e-16
5.980411270559854439e-16,4.703494200973448309e-15,1.435467815808020822e-13,2.561373646388863856e-16
6.190518152221882352e-16,4.679440225448098362e-15,1.427998128393698801e-13,2.548274614927543469e-16
6.256950352958429528e-16,4.655604753326931817e-15,1.420994650501396301e-13,2.535294573483376935e-16
6.010996131010417185e-16,4.631992681941030188e-15,1.413728075539439722e-13,2.522436188987419639e-16
6.281300526307694755e-16,4.608608790507550719e-15,1.406782969068656525e-13,2.509702064049634675e-16
6.756781758099851208e-16,4.585457743213349738e-15,1.399629089346095817e-13,2.497094738638137108e-16
6.603147561245940983e-16,4.562544092339943903e-15,1.392216750121941428e-13,2.484616691780942966e-16
5.656536839398823290e-16,4.539872281427503498e-15,1.385135347005155418e-13,2.472270343288985916e-16
4.962312643385658166e-16,4.517446648475774677e-15,1.380560432318955017e-13,2.460058055499234113e-16
5.470233342330156408e-16,4.495271481296317676e-15,1.373756308877377741e-13,2.447982163417764521e-16
6.044900935571652889e-16,4.473355382240956442e-15,1.364872829920407572e-13,2.436047351612330516e-16
6.040860848411084603e-16,4.451718527594016794e-15,1.358581574675763227e-13,2.424264607446958602e-16
6.464309776311844682e-16,4.430389487810926653e-15,1.351941278963156481e-13,2.412649489484822317e-16
6.723816905823306944e-16,4.409397131067940118e-15,1.345224819454737942e-13,2.401217718418404008e-16
6.529279739723477544e-16,4.388769773953234985e-15,1.339099050161895388e-13,2.389984714562833476e-16
6.654999382928709594e-16,4.368535205875717508e-15,1.333160112275277040e-13,2.378965611148143938e-16
6.244416668666410737e-16,4.348720715235095596e-15,1.327390524012346663e-13,2.368175268570663538e-16
6.545373664922780801e-16,4.329353117297202659e-15,1.321275347575240842e-13,2.357628289573035174e-16
6.758256604844895462e-16,4.310458783724650603e-15,1.315655579036585692e-13,2.347339035325667689e-16
6.394363824315106561e-16,4.292063673717274994e-15,1.310217115471883887e-13,2.337321642384834871e-16
6.595660755359639354e-16,4.274193366723513093e-15,1.304454032746218332e-13,2.327590040506257121e-16
6.128071147862186149e-16,4.256873096689129797e-15,1.298681640915545740e-13,2.318157971295866695e-16
5.821358528467072139e-16,4.240127787816672964e-15,1.293770966872859309e-13,2.309039007683275983e-16
5.936281965458212357e-16,4.223982091814707535e-15,1.289182775666287624e-13,2.300246574206521183e-16
6.223906864587337955e-16,4.208460426623764936e-15,1.284345108242693219e-13,2.291793968100991992e-16
5.909287795916723254e-16,4.193587016611683176e-15,1.280128401564862953e-13,2.283694381188533968e-16
6.394429417942898225e-16,4.179385834164488442e-15,1.275679703108639356e-13,2.275960868069697745e-16
6.458371245553438421e-16,4.165877276740940542e-15,1.270972025414999697e-13,2.268604536553119601e-16
6.869715778531821094e-16,4.153053397800871241e-15,1.267445398496589277e-13,2.261621059205277822e-16
6.437798656212279682e-16,4.140873692517128833e-15,1.263790238057593844e-13,2.254988378382987376e-16
5.886231689479689920e-16,4.129296288866852727e-15,1.260280982018375936e-13,2.248683691911671494e-16
6.013284785109114738e-16,4.118177925832919352e-15,1.257073081562633050e-13,2.242628984389406477e-16
6.133355198228631978e-16,4.107530865793050300e-15,1.254206590022398586e-13,2.236830933517591058e-16
5.927489302857242496e-16,4.097536299395858561e-15,1.250474697087593654e-13,2.231388209970613929e-16
6.673215271891373161e-16,4.087980028326142681e-15,1.246903235673906123e-13,2.226184168146107705e-16
6.318425553627027248e-16,4.078823103797574540e-15,1.244091026133273829e-13,2.221197597771309600e-16
6.323748770268180249e-16,4.070027029048981768e-15,1.242095395196931545e-13,2.216407534732002708e-16
6.085640942885264725e-16,4.061553724890407518e-15,1.240317182503838291e-13,2.211793242309997774e-16
5.700044778417738643e-16,4.053365498863449296e-15,1.236653189150003339e-13,2.207334194388832282e-16
5.906555962520198995e-16,4.045425017937927903e-15,1.235130887642347834e-13,2.203010060585243201e-16
6.216772820804439062e-16,4.037695284675092034e-15,1.231961693292022802e-13,2.198800693268401627e-16
6.622295224175208472e-16,4.030139616793245432e-15,1.229424352285733447e-13,2.194686116432007153e-16
6.272435656070800001e-16,4.022721630077550273e-15,1.227901416758105676e-13,2.190646516387506340e-16
5.573489022209539392e-16,4.015405224580701866e-15,1.226173780227559654e-13,2.186662234249420009e-16
5.708045962719117820e-16,4.008154574064023068e-15,1.223393138806193155e-13,2.182713760185294686e-16
5.993607566195607277e-16,4.000934118632774047e-15,1.221818006126559549e-13,2.178781729405131045e-16
6.164234416414812345e-16,3.993708560520594780e-15,1.219834800662345345e-13,2.174846919865721025e-16
6.186798709381272437e-16,3.986442862980067640e-15,1.217173261710793175e-13,2.170890251666488841e-16
6.408019017639909337e-16,3.979102256485289301e-15,1.214406173645531415e-13,2.166892790427207509e-16
6.711169210931519788e-16,3.971657546081557470e-15,1.211937186761941359e-13,2.162838637502188158e-16
6.260376418694794951e-16,3.964098440829944139e-15,1.210326517326960271e-13,2.158722188772707412e-16
6.174713864709235534e-16,3.956429422064811456e-15,1.207924236057441329e-13,2.154545884631198283e-16
6.553991308175368068e-16,3.948657335344417697e-15,1.204905849860700937e-13,2.150313452951388920e-16
6.400006602325088888e-16,3.940788984961530479e-15,1.202885845942075082e-13,2.146028599135127704e-16
6.427286080648976220e-16,3.932831132320511113e-15,1.200510815403058836e-13,2.141695005228603148e-16
6.554741141091879223e-16,3.924790494429312316e-15,1.197975356556938135e-13,2.137316329101125646e-16
6.574109877583614000e-16,3.916673742505426098e-15,1.196077872515307943e-13,2.132896203685978268e-16
6.415242970231155719e-16,3.908487500694372911e-15,1.193369744007356868e-13,2.128438236282539380e-16
6.555115960062619824e-16,3.900238344899690764e-15,1.190785102151598421e-13,2.123946007919139163e-16
6.484804844371132804e-16,3.891932801723223660e-15,1.188105257566913097e-13,2.119423072775967676e-16
6.310597700905695003e-16,3.883577347514078774e-15,1.185820150208584492e-13,2.114872957667172148e-16
6.598432255649354408e-16,3.875178407525424081e-15,1.183247928569790219e-13,2.110299161581672868e-16
6.169225130011013240e-16,3.866742329823806112e-15,1.180724568981492990e-13,2.105705141475007181e-16
6.915736735160455921e-16,3.858274343088645527e-15,1.177455193460834102e-13,2.101093744720013598e-16
6.358425357225679250e-16,3.849771986522730194e-15,1.176084861460742176e-13,2.096463631244621485e-16
6.199180113866031841e-16,3.841222953034849654e-15,1.172145952533518298e-13,2.091808098997573061e-16
6.373904232596725708e-16,3.832614281739520130e-15,1.169778948569516782e-13,2.087120089892003527e-16
6.183831603289231721e-16,3.823772951088353201e-15,1.167453656874468178e-13,2.082305381885069367e-16
6.671277183086991519e-16,3.814867149765336090e-15,1.165057068939253421e-13,2.077455565194833259e-16
6.724451973889433611e-16,3.805993130828837588e-15,1.162289265546398776e-13,2.072623056181372734e-16
7.018163384099545073e-16,3.797007493594008674e-15,1.159381348307469999e-13,2.067729763383864528e-16
6.956272007362621611e-16,3.787897927444949991e-15,1.156669423912907949e-13,2.062768982831616935e-16
6.602332534879288581e-16,3.778652262140546027e-15,1.153398480051657574e-13,2.057734086997589689e-16
6.195502421607230881e-16,3.769258472082632545e-15,1.151235215608764020e-13,2.052618527122702109e-16
6.176929115332735941e-16,3.759704792826967325e-15,1.148192319437621908e-13,2.047415896664011604e-16
6.055841918579497634e-16,3.749994276564775065e-15,1.145176799743142491e-13,2.042127857747968570e-16
6.079866803215948770e-16,3.740160902958717738e-15,1.146079256546780049e-13,2.036772914620329016e-16
6.241718296779012978e-16,3.730248603841875351e-15,1.152602978932969220e-13,2.031374991162975430e-16
6.274238913086521403e-16,3.720301858790970267e-15,1.154329807770324219e-13,2.025958309541594504e-16
5.903651858315706686e-16,3.710364674806461411e-15,1.151682358693239087e-13,2.020546834571840709e-16
5.864057752499792418e-16,3.700480585147014115e-15,1.146680701373227978e-13,2.015164273084627688e-16
5.888232791695987368e-16,3.690692653248269219e-15,1.135040969375043911e-13,2.009834076060159950e-16
5.956811558663407893e-16,3.681043481625995088e-15,1.125438752989048328e-13,2.004579443476312673e-16
6.285970338867588397e-16,3.671575225666514561e-15,1.121884498406390540e-13,1.999423331818455878e-16
6.219677942082996195e-16,3.662329612210451133e-15,1.118946053912943087e-13,1.994388464199575707e-16
5.934992974724104856e-16,3.653347962841330711e-15,1.116295346003546357e-13,1.989497343042504496e-16
5.924443997064420939e-16,3.644671221797649816e-15,1.113447807542496705e-13,1.984772265279951294e-16
5.926668248577179944e-16,3.636339988434680898e-15,1.110257391743550076e-13,1.980235340032164530e-16
6.387662342804555251e-16,3.628394554172104429e-15,1.107767769570033087e-13,1.975908508727445448e-16
6.731231801665161121e-16,3.620874943874591215e-15,1.105673370134547571e-13,1.971813567636696466e-16
6.412700877518710098e-16,3.613820795599587018e-15,1.103320799619190204e-13,1.967972102387879963e-16
6.127204269005405028e-16,3.607266688515530764e-15,1.101380463074992144e-13,1.964402943698577011e-16
6.289401924881779185e-16,3.601226591656694842e-15,1.099179780582215175e-13,1.961113698661466442e-16
6.375479405989295789e-16,3.595694123189454478e-15,1.097970858085249838e-13,1.958100891932504207e-16
5.654493590479397132e-16,3.590661916577000303e-15,1.096033663707724962e-13,1.955360511929547210e-16
6.098129279580438099e-16,3.586122843899369692e-15,1.094971533038219918e-13,1.952888677013614012e-16
5.911143952185302996e-16,3.582070007477736615e-15,1.093719119627153302e-13,1.950681630927734720e-16
6.558422353338245524e-16,3.578389822555142744e-15,1.092507002771726800e-13,1.948677519018033338e-16
6.196472330543460934e-16,3.575312551479659739e-15,1.091517058419915673e-13,1.947001734851337947e-16
6.026597753707214907e-16,3.572716079751213108e-15,1.090239236981392689e-13,1.945587778746633716e-16
6.158151090403630434e-16,3.570579936476710284e-15,1.090062486686362197e-13,1.944424502905231120e-16
6.510849045433457034e-16,3.568898281352610476e-15,1.089397217932921142e-13,1.943508726883174752e-16
6.752844155536274088e-16,3.567665458179771183e-15,1.088648056090346998e-13,1.942837370493918939e-16
6.317474328760001269e-16,3.566875988150917160e-15,1.088995651026944849e-13,1.942407450152897670e-16
6.263333436723688419e-16,3.566524563330252227e-15,1.088869852352892229e-13,1.942216075326728783e-16
6.086947411236758288e-16,3.566606040317786808e-15,1.088928502216459788e-13,1.942260445083004584e-16
5.865107361445845217e-16,3.567115434089053703e-15,1.089427597139615941e-13,1.942537844735601928e-16
5.929695720686826358e-16,3.568047912002873316e-15,1.089837572275466807e-13,1.943045642581496466e-16
6.231256477421370339e-16,3.569397604993979824e-15,1.090370160376438895e-13,1.943780642514002316e-16
6.073007068820811098e-16,3.571115313973800422e-15,1.091105516277584155e-13,1.944716052271040957e-16
6.215650393627433364e-16,3.573073497749983768e-15,1.091403723994675742e-13,1.945782416967407260e-16
6.714299635220842331e-16,3.575102541976163216e-15,1.091424810443353751e-13,1.946887370013632846e-16
6.726744310022671407e-16,3.577029654926651447e-15,1.091765198850458669e-13,1.947936814520328578e-16
6.540418353528020050e-16,3.578681723023174219e-15,1.092659296605508287e-13,1.948836478327409455e-16
6.445953611880778793e-16,3.579885400045236359e-15,1.093647072771647568e-13,1.949491962585230645e-16
6.483363288856877934e-16,3.580467278536615765e-15,1.093454671418701947e-13,1.949808835097124296e-16
6.544087572565890246e-16,3.580254143350957858e-15,1.092640145736010375e-13,1.949692768392281881e-16
6.349439503522497621e-16,3.579073307005151294e-15,1.092455922261659040e-13,1.949049722348562213e-16
6.462346903710444687e-16,3.576753026131175891e-15,1.091998001962332672e-13,1.947786170978950245e-16
6.795546921725343832e-16,3.573122997834855501e-15,1.090724853668976262e-13,1.945809372732777789e-16
6.821166695280135124e-16,3.568014934187695006e-15,1.089229935170001406e-13,1.943027683345746221e-16
6.552328451312484883e-16,3.561263212398972578e-15,1.087202411704910584e-13,1.939350909903012936e-16
6.431745213157818597e-16,3.552705981946592807e-15,1.083937574474968652e-13,1.934690913747513087e-16
6.449011014461091310e-16,3.541915671268038059e-15,1.082193049095168565e-13,1.928814852976213134e-16
6.237773412832555522e-16,3.529207698820598546e-15,1.078066661214943148e-13,1.921894494471019840e-16
6.314863441445551910e-16,3.515262989501694025e-15,1.073371483807803403e-13,1.914300648319680909e-16
6.676670511943101660e-16,3.500205471719865632e-15,1.068011663268982555e-13,1.906100801998752065e-16
6.800954821402358151e-16,3.484371692872977328e-15,1.063658590209077420e-13,1.897478228539038570e-16
6.835693384284566497e-16,3.468092969669416176e-15,1.058810048526418318e-13,1.888613352503859378e-16
6.350153854609732908e-16,3.451694845624243976e-15,1.053794651012844042e-13,1.879683454558665974e-16
6.175906333098092324e-16,3.435496851445700108e-15,1.049397049633257318e-13,1.870862540985138255e-16
6.405589544198421972e-16,3.419812558912158229e-15,1.044320255850621467e-13,1.862321373020863168e-16
6.722676532588359765e-16,3.404949918677777866e-15,1.039949122802627470e-13,1.854227650817567146e-16
6.787597536118365878e-16,3.391211872990636177e-15,1.035358742646384780e-13,1.846746347107964479e-16
6.616167646124853740e-16,3.378897235529990919e-15,1.031498239708705612e-13,1.840040186337200767e-16
6.597003099754504460e-16,3.368301832437143160e-15,1.028779628872450249e-13,1.834270266032043082e-16
6.464937872920161201e-16,3.359719901108725179e-15,1.026355691674571601e-13,1.829596818539303901e-16
6.157700950694094333e-16,3.353418026346585890e-15,1.024377811289327820e-13,1.826165017480350669e-16
6.051144339097735961e-16,3.349455538504779840e-15,1.023043754425068719e-13,1.824007172282647174e-16
6.187593151124949626e-16,3.347598478539426087e-15,1.022310904508250486e-13,1.822995876276734884e-16
6.533693632515199979e-16,3.347508582396306301e-15,1.022352945264707640e-13,1.822946921595260981e-16
6.543043784020826625e-16,3.348850389451713177e-15,1.022853477050560433e-13,1.823677627030176944e-16
6.488554340353036654e-16,3.351290166301153529e-15,1.024219477907182659e-13,1.825006251962227340e-16
6.625138487112136703e-16,3.354494646482115572e-15,1.025300017142070970e-13,1.826751310053973876e-16
5.801743499853214919e-16,3.358130097371789969e-15,1.025969453693705131e-13,1.828731061111915266e-16
5.357135210673358445e-16,3.361861712373991551e-15,1.027317061289626812e-13,1.830763180090776849e-16
5.204712588160726474e-16,3.365353328645371543e-15,1.031597311009832996e-13,1.832664603376169510e-16
5.154543889195623213e-16,3.368281350062134364e-15,1.035843043164582356e-13,1.834259110789515623e-16
5.892575588862338921e-16,3.370282422749261871e-15,1.038086075872912864e-13,1.835348831340804100e-16
6.386856799504629071e-16,3.370863315364030422e-15,1.038911233928009746e-13,1.835665166904643608e-16
6.459048276832069521e-16,3.369799733151246585e-15,1.036154039415251224e-13,1.835085973672519454e-16
6.440561353719792376e-16,3.366756692263946891e-15,1.031773412820116783e-13,1.833428830074305972e-16
6.392679936356691058e-16,3.361403682789477912e-15,1.027779137679045016e-13,1.830513750902549916e-16
6.703610429488607905e-16,3.353504510530768630e-15,1.024985203672441665e-13,1.826212112294871525e-16
6.121019570627710520e-16,3.343185402803814629e-15,1.021215596027932567e-13,1.820592653641251563e-16
5.941350550508720912e-16,3.330726486774930953e-15,1.018319250210506402e-13,1.813807923305176780e-16
6.208123893172863326e-16,3.316431063408594153e-15,1.014021749105303325e-13,1.806023089365012572e-16
6.359849172188247637e-16,3.300600925212055929e-15,1.008826533447620570e-13,1.797402498441161471e-16
6.319093540285611479e-16,3.283534912513878266e-15,1.003673076322143006e-13,1.788108889491176662e-16
6.463828874990878168e-16,3.265527729363808577e-15,9.981458599868857300e-14,1.778302748986417987e-16
6.456383354099997855e-16,3.246869016308705275e-15,9.925502549038684077e-14,1.768141805975251770e-16
6.278545155128652088e-16,3.227842674951878221e-15,9.867603167779368570e-14,1.757780664259505406e-16
6.212014634245933476e-16,3.208726437366919785e-15,9.806915004311111641e-14,1.747370567910907074e-16
6.005728239873613430e-16,3.189791672175489647e-15,9.750658265920438565e-14,1.737059295667202281e-16
6.139766844819526522e-16,3.171303418388779462e-15,9.690730228387617250e-14,1.726991179361141212e-16
6.280163409911854508e-16,3.153520637926816642e-15,9.633845736445944611e-14,1.717307241434475563e-16
6.535236138308356197e-16,3.136696678041084108e-15,9.587812346287714396e-14,1.708145446758637386e-16
6.006943361389413149e-16,3.121079869370030519e-15,9.540161430560317698e-14,1.699641028316789151e-16
5.895097368618008153e-16,3.106903271991496573e-15,9.496652101138391900e-14,1.691920903229453195e-16
5.986399564491632284e-16,3.094290573162594184e-15,9.458330020939051660e-14,1.685052427650627807e-16
6.480246539147896677e-16,3.083094131586250006e-15,9.419743121825275249e-14,1.678955200815533966e-16
5.813040410468274552e-16,3.072888261551819998e-15,9.387310170384681566e-14,1.673397407792607846e-16
6.102149996492732271e-16,3.064341143498457110e-15,9.366215681267838788e-14,1.668742918452175221e-16
5.932399057872094932e-16,3.056827197995340481e-15,9.336151504852858138e-14,1.664651062086586988e-16
5.926544033883770616e-16,3.050217781957407365e-15,9.315255063936562419e-14,1.661051783754994097e-16
6.238640108257176821e-16,3.044386160923287196e-15,9.299547767600523503e-14,1.657876067892447207e-16
6.075261328134729509e-16,3.039207176141210808e-15,9.284595296041258035e-14,1.655055757015454507e-16
6.260392727712428657e-16,3.034556963008076421e-15,9.270140608756105947e-14,1.652523398392831204e-16
6.257900505232986213e-16,3.030312719548506143e-15,9.258587980233913356e-14,1.650212117966746131e-16
6.311221117711575084e-16,3.026352523894556887e-15,9.245334197676956497e-14,1.648055520957963712e-16
6.379939737971288320e-16,3.022555199946246652e-15,9.231669223845725990e-14,1.645987618708835300e-16
6.114222339770354264e-16,3.018800230560494375e-15,9.219870423142747451e-14,1.643942781408747547e-16
5.851644695879396999e-16,3.014967717732985116e-15,9.208937145505015488e-14,1.641855716410431532e-16
5.873948501180634671e-16,3.010938389304629236e-15,9.197571122487521283e-14,1.639661471882090464e-16
5.939616469241561822e-16,3.006593687512293547e-15,9.181786176886201321e-14,1.637295485029314589e-16
6.026119074977070732e-16,3.001832328392699143e-15,9.165951921457438413e-14,1.634702599820807034e-16
6.083720749413237216e-16,2.996616165012635253e-15,9.155271434071439149e-14,1.631862042647725034e-16
5.864222931618502102e-16,2.990984563250747393e-15,9.134360114100617992e-14,1.628795250918103269e-16
5.952416788380352779e-16,2.984989472072262372e-15,9.116926332141671025e-14,1.625530514389495827e-16
6.244131536350450666e-16,2.978682587268829878e-15,9.096773867152252162e-14,1.622095984949155403e-16
