# Count, Count Uncertainty, Sky Count
3.109144343862472668e-02,3.081789622364813352e-01,2.282360415540711926e+02,3.725956560702937850e+02,3.725980002003120148e+02,3.726003443303303015e+02,3.726026884603485314e+02,3.726050325903668181e+02,3.726073767203851048e+02,3.726097208504033915e+02,3.726120649804216214e+02,3.726144091104403060e+02,3.726167532408228453e+02,3.726190974945758967e+02,3.726214580736003654e+02,3.726246542652341418e+02,3.726439974992294424e+02,3.727727190082024435e+02,3.730878344089842926e+02,3.732014410723094215e+02,3.729128321885946207e+02,3.726909655666406707e+02,3.726441870468614752e+02,3.726426564507441412e+02,3.726448841643095875e+02,3.726472269368917978e+02,3.726495710607249521e+02,3.726519151907321543e+02,3.726542593207504410e+02,3.726566034507686709e+02,3.726589475807870144e+02,3.726612917108052443e+02,3.726636358408235310e+02,3.726659799708417609e+02
1.385469670155985329e-02,3.079999466170490474e-01,2.281364814791797926e+02,3.725041629770079226e+02,3.725016950885960227e+02,3.724992272001840661e+02,3.724967593117721663e+02,3.724942914233602664e+02,3.724918235349483666e+02,3.724893556465364099e+02,3.724868877581244533e+02,3.724844198697127808e+02,3.724819519814610089e+02,3.724794841475571729e+02,3.724770235199235344e+02,3.724749325044716102e+02,3.724799989981030421e+02,3.725336668609218123e+02,3.726704970076261816e+02,3.727180432120697446e+02,3.725861022603626793e+02,3.724835173946265741e+02,3.724590638825005726e+02,3.724548581434029870e+02,3.724523379344524869e+02,3.724498694347417427e+02,3.724474015435388310e+02,3.724449336551219290e+02,3.724424657667100291e+02,3.724399978782981293e+02,3.724375299898862295e+02,3.724350621014742728e+02,3.724325942130623730e+02,3.724301263246504732e+02
1.763054118066281588e-03,3.079796855825595592e-01,2.282168913103471652e+02,3.725371036929491879e+02,3.725412968465187760e+02,3.725454900000883072e+02,3.725496831536578384e+02,3.725538763072273696e+02,3.725580694607969576e+02,3.725622626143664888e+02,3.725664557679360769e+02,3.725706489215056081e+02,3.725748420750952619e+02,3.725790352355223263e+02,3.725832293043737877e+02,3.725874700619354485e+02,3.725926168671659866e+02,3.726039307753040930e+02,3.726258402530726812e+02,3.726364528093033641e+02,3.726241929308066574e+02,3.726156197761391695e+02,3.726170029825274241e+02,3.726209735579832909e+02,3.726251599968801997e+02,3.726293530718395459e+02,3.726335462250494857e+02,3.726377393786183916e+02,3.726419325321879228e+02,3.726461256857575108e+02,3.726503188393270420e+02,3.726545119928965732e+02,3.726587051464661613e+02,3.726628983000356925e+02
1.411660536431950073e-02,3.080150458470333752e-01,2.281561942856397707e+02,3.725235654228162048e+02,3.725219627559964124e+02,3.725203600891767337e+02,3.725187574223569413e+02,3.725171547555372058e+02,3.725155520887174703e+02,3.725139494218977347e+02,3.725123467550779992e+02,3.725107440882584342e+02,3.725091414215974623e+02,3.725075388090626802e+02,3.725059434022721803e+02,3.725047190907075674e+02,3.725107115678105174e+02,3.725659434433420074e+02,3.727061146963435476e+02,3.727563490823869756e+02,3.726231918176508202e+02,3.725191625355400333e+02,3.724949632489382338e+02,3.724915669449197821e+02,3.724899100585538463e+02,3.724883067557024106e+02,3.724867040859671761e+02,3.724851014191421541e+02,3.724834987523224186e+02,3.724818960855026830e+02,3.724802934186828907e+02,3.724786907518631551e+02,3.724770880850434196e+02,3.724754854182236841e+02
2.625660694322879719e-03,3.080364856876957602e-01,2.282967998186200305e+02,3.727551138887193929e+02,3.727533762625231475e+02,3.727516386363268452e+02,3.727499010101305430e+02,3.727481633839342976e+02,3.727464257577379385e+02,3.727446881315416931e+02,3.727429505053453909e+02,3.727412128791492023e+02,3.727394752529820039e+02,3.727377376367687134e+02,3.727360013483415742e+02,3.727343335794335530e+02,3.727340011395622810e+02,3.727428012212751582e+02,3.727674184578833092e+02,3.727754033346636220e+02,3.727492309937022128e+02,3.727284037252390476e+02,3.727224450312336330e+02,3.727203716546912347e+02,3.727186238586839977e+02,3.727168861129510447e+02,3.727151484862057487e+02,3.727134108600084801e+02,3.727116732338122347e+02,3.727099356076158756e+02,3.727081979814196302e+02,3.727064603552233280e+02,3.727047227290270257e+02,3.727029851028307803e+02
2.366107689749721160e-02,3.080992879789036798e-01,2.281882608570292632e+02,3.725037921107354464e+02,3.725070768179683114e+02,3.725103615252011764e+02,3.725136462324340414e+02,3.725169309396668496e+02,3.725202156468997146e+02,3.725235003541325796e+02,3.725267850613654446e+02,3.725300697685985938e+02,3.725333544760907785e+02,3.725366392722736464e+02,3.725399359228906633e+02,3.725438455484681413e+02,3.725597261072917377e+02,3.726576718901093273e+02,3.728983184512306934e+02,3.729899422748204643e+02,3.727733429246833907e+02,3.726042565972093712e+02,3.725693399495983158e+02,3.725695797632699282e+02,3.725727720560455509e+02,3.725760556748763292e+02,3.725793403771002659e+02,3.725826250843240359e+02,3.725859097915569009e+02,3.725891944987898228e+02,3.725924792060226878e+02,3.725957639132554959e+02,3.725990486204883609e+02,3.726023333277212259e+02
5.297374840954356158e-03,3.080081757170946011e-01,2.282279417675578088e+02,3.725948927638228838e+02,3.725963943591173688e+02,3.725978959544118538e+02,3.725993975497062820e+02,3.726008991450007670e+02,3.726024007402951952e+02,3.726039023355896802e+02,3.726054039308841652e+02,3.726069055261786502e+02,3.726084071215304334e+02,3.726099087365165587e+02,3.726114129810420081e+02,3.726130534683499036e+02,3.726173602371095512e+02,3.726399885030301675e+02,3.726946017393563579e+02,3.727160425957966368e+02,3.726683845937750448e+02,3.726312178797847423e+02,3.726241302169597134e+02,3.726249457801976064e+02,3.726264265123433574e+02,3.726279278614384225e+02,3.726294294555976307e+02,3.726309310508900694e+02,3.726324326461844976e+02,3.726339342414789826e+02,3.726354358367734676e+02,3.726369374320678958e+02,3.726384390273623808e+02,3.726399406226568658e+02
2.248076504693162503e-02,3.081306461585648915e-01,2.282469356422679994e+02,3.726174193962587537e+02,3.726194962880972525e+02,3.726215731799357513e+02,3.726236500717741933e+02,3.726257269636126921e+02,3.726278038554511909e+02,3.726298807472896897e+02,3.726319576391281885e+02,3.726340345309669715e+02,3.726361114230454064e+02,3.726381883975187748e+02,3.726402764285032276e+02,3.726429384702574907e+02,3.726568573306722101e+02,3.727483097195311075e+02,3.729756499911421770e+02,3.730630252115810777e+02,3.728567756345985913e+02,3.726944290162260813e+02,3.726599004004419839e+02,3.726590475677192558e+02,3.726610351853234988e+02,3.726631110215914759e+02,3.726651879085529799e+02,3.726672648003826112e+02,3.726693416922211668e+02,3.726714185840596656e+02,3.726734954758981644e+02,3.726755723677366632e+02,3.726776492595751620e+02,3.726797261514136608e+02
9.692778808826969794e-03,3.081469099449301585e-01,2.283897297163433677e+02,3.727947940015197332e+02,3.728006513884241713e+02,3.728065087753285525e+02,3.728123661622329905e+02,3.728182235491374286e+02,3.728240809360418666e+02,3.728299383229463047e+02,3.728357957098507427e+02,3.728416530967552944e+02,3.728475104837618233e+02,3.728533679058992902e+02,3.728592300514866906e+02,3.728653379085898223e+02,3.728762743544178875e+02,3.729205463873055351e+02,3.730234719223475963e+02,3.730663983670270909e+02,3.729825613504152102e+02,3.729173867988415623e+02,3.729073947324496885e+02,3.729119810113721201e+02,3.729177995884285224e+02,3.729236565155494532e+02,3.729295139003254462e+02,3.729353712872260189e+02,3.729412286741304570e+02,3.729470860610348950e+02,3.729529434479393331e+02,3.729588008348437711e+02,3.729646582217482091e+02,3.729705156086525903e+02
3.409447558405094374e-05,3.082128282463354463e-01,2.285993496226588206e+02,3.736271297574911046e+02,3.735997565940771779e+02,3.735723834306632511e+02,3.735450102672492676e+02,3.735176371038353409e+02,3.734902639404214142e+02,3.734628907770075443e+02,3.734355176135935608e+02,3.734081444501796341e+02,3.733807712867660484e+02,3.733533981234746193e+02,3.733260249766464653e+02,3.732986526879251414e+02,3.732712972970380747e+02,3.732440588367206260e+02,3.732170269130485281e+02,3.731897851614677393e+02,3.731620969459086723e+02,3.731344734392559985e+02,3.731070442909763756e+02,3.730796666284919070e+02,3.730522933274398270e+02,3.730249201623920499e+02,3.729975469989705630e+02,3.729701738355566363e+02,3.729428006721427096e+02,3.729154275087287260e+02,3.728880543453147993e+02,3.728606811819008726e+02,3.728333080184869459e+02,3.728059348550729624e+02
