# Count, Count Uncertainty, Sky Count
5.887353166755284611e-02,6.714690575217511004e+00,4.562215452757913425e+01
3.507097587269924349e-02,5.406931509889201237e+00,4.564858324235675013e+01
2.055646193597530230e-02,5.380870939044045009e+00,4.566576682961367339e+01
2.766361106987933610e-02,4.796890468715647060e+00,4.565730885845403009e+01
2.818097285001120583e-02,4.909312157773992880e+00,4.566150117293806687e+01
3.263011771783529830e-02,5.536487183936018575e+00,4.565988611926491814e+01
2.276170170899452505e-02,4.994974727516894752e+00,4.564929795976863147e+01
5.350344295746140011e-02,5.552986315100834958e+00,4.563949317078162693e+01
3.066549297299805618e-02,6.096341130242367790e+00,4.565415396614766053e+01
4.493673831019710102e-02,5.908831120601564457e+00,4.565128354126388643e+01
3.010033277460555726e-02,5.206808580858920621e+00,4.566455715320031317e+01
1.977897960957022971e-02,4.687936834687975285e+00,4.566062501990133882e+01
3.448719304531342594e-02,5.856804217640482868e+00,4.565935549123590675e+01
4.603700264630505856e-02,5.663704625619931932e+00,4.564161017093428541e+01
2.722262689213588924e-02,5.437793830561351349e+00,4.565243713024597128e+01
3.752118419789800263e-02,5.686039352729636676e+00,4.566729916502703901e+01
1.601106295104842009e-02,4.094868510076683954e+00,4.567648843548301585e+01
2.828420298157785853e-02,4.924470606708044151e+00,4.564477651702286920e+01
2.588003977423416688e-02,4.924894534450710459e+00,4.567024834482911189e+01
7.237227005185332962e-02,3.890328613127336244e+00,4.562973009365394716e+01
2.427367794839464105e-02,5.068413583387131993e+00,4.566234586452642219e+01
3.250639906323082862e-02,5.629879083080420621e+00,4.563878471321516628e+01
1.320467976811661240e-02,4.507989934426422707e+00,4.569097102906766850e+01
2.767915700440654048e-02,4.870378191655593270e+00,4.565264439409971686e+01
1.092384025250187941e-02,3.817436578708621742e+00,4.567953049092877649e+01
4.306345379381449484e-02,6.344318388501564598e+00,4.566218064608574423e+01
2.891692339868200817e-02,4.925435919656257155e+00,4.566067640563800722e+01
2.821813958214969970e-02,4.982892190905277019e+00,4.564490535300005547e+01
1.346544868588372273e-02,3.866921067614531804e+00,4.568149127025257172e+01
1.636175112977089965e-02,4.239946673482450024e+00,4.567452451283317316e+01
4.143294306807396299e-02,5.777778367970352491e+00,4.566583500065861045e+01
3.491927037889297480e-02,5.537550349252327031e+00,4.568055426747504555e+01
2.729417836226162575e-02,5.574185370061226052e+00,4.566741659886142912e+01
3.637297021891242738e-02,5.775958519382063727e+00,4.565903520640090107e+01
3.141074832034802811e-02,5.526603243337183891e+00,4.562516271652748401e+01
2.329456134438240983e-02,4.861084247504104283e+00,4.565277684169055306e+01
2.659919053578164647e-02,5.487009051514769808e+00,4.566252206786451495e+01
2.989841961167561193e-02,5.723675767084038135e+00,4.565546604652265472e+01
2.249303033901128845e-02,4.454902655858014704e+00,4.565356269601466010e+01
2.956078144424906587e-02,5.629927454842492018e+00,4.565699248050675152e+01
2.248919793706628811e-02,4.599628431482564395e+00,4.566566344960989454e+01
2.431088924746954358e-02,5.329940785370886225e+00,4.565645756075992523e+01
1.838818737116298951e-02,4.286250409871931843e+00,4.567222995481190395e+01
3.401347768448070852e-02,5.826017960897963199e+00,4.564308511165444315e+01
1.758491722260828102e-02,5.177902148235677515e+00,4.565194631674415859e+01
1.919368977144340210e-02,4.518110531168497701e+00,4.568524988746737137e+01
2.906878726484649067e-02,5.563400536205731939e+00,4.566548900585144821e+01
2.712561080597595403e-02,5.107445598247846164e+00,4.568600196982664130e+01
2.233061479318526957e-02,4.924922848608609627e+00,4.568288734234419479e+01
1.719515067209310619e-02,4.324897429261411297e+00,4.566982033593316714e+01
2.359164819705730082e-02,5.472691348951578938e+00,4.566133475027990585e+01
2.520748674625964553e-02,4.346291780521069015e+00,4.566702279555265420e+01
1.212541171038234583e-02,3.951425747562001156e+00,4.566755613592040675e+01
2.282966577556522214e-02,4.109652124018236208e+00,4.567421461561097829e+01
3.831363024384093485e-02,5.016151251315871029e+00,4.566033114695375872e+01
3.735757526285889141e-02,5.763309427021057196e+00,4.565311438105158715e+01
3.588609450054510569e-02,5.636279033219611101e+00,4.564986172994963454e+01
4.297956072541389561e-02,6.315409582137164080e+00,4.564700413515416955e+01
2.657929798359741011e-02,4.941409751833173658e+00,4.568209172895650028e+01
3.345262747399298936e-02,5.330957017655056696e+00,4.566279518696687489e+01
2.293634350354106094e-02,4.931979967898093342e+00,4.567529059401523739e+01
2.358410703699993088e-02,5.519643360222058703e+00,4.569209968315920634e+01
1.743494152685078763e-02,4.531137573815606778e+00,4.566347363396597814e+01
1.521684140878164747e-02,4.585759735206996091e+00,4.568017034058203762e+01
5.487778009595955381e-02,6.461077822206279464e+00,4.562875518005117215e+01
3.840968170565644407e-02,6.123376733739769762e+00,4.566107376937099360e+01
5.253715144730487091e-02,5.509108905115986943e+00,4.564027129660698989e+01
4.265872806330472944e-02,5.992217768675590861e+00,4.564561633193430623e+01
2.896691686250676273e-02,5.297448498505105796e+00,4.566992170515410265e+01
