# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
1.361802995523175396e-06,2.472007197431926625e-04,7.524571071548814480e-03,1.346176656993779314e-05
7.072693999260906053e-07,1.165454475730545492e-04,3.547979469025934127e-03,6.346695154141843017e-06
1.178532822881064586e-07,5.616744591160502344e-05,1.710432905683699923e-03,3.058700826397940596e-06
8.632995518089795623e-08,2.766345335374279708e-05,8.423534684090211010e-04,1.506463864693945181e-06
1.635432169819783200e-10,1.392027534506868609e-05,4.239305662384920638e-04,7.580540117932419411e-07
4.278530648404610373e-08,7.154760717079819513e-06,2.177439353633479793e-04,3.896255591779148892e-07
1.563743010139579064e-08,3.755201066128637105e-06,1.143647491961393494e-04,2.044963309230863278e-07
9.393660091651071314e-09,2.012082621455959669e-06,6.126567663656652337e-05,1.095716331488255042e-07
8.591107622961786427e-10,1.100311130574574007e-06,3.352380578424539622e-05,5.991945175002777306e-08
2.636660116977890244e-09,6.139367782050463104e-07,1.869836615308402474e-05,3.343304828819856740e-08
8.657609919767940377e-10,3.494221535378316063e-07,1.063837374039256558e-05,1.902842140643749876e-08
1.153589068970929351e-09,2.028032394108851606e-07,6.175721985336785840e-06,1.104402071578713521e-08
2.516515129958431517e-10,1.199982392704739853e-07,3.655112167409861605e-06,6.534723233474498614e-09
2.241176153467864216e-10,7.236475751022070347e-08,2.203761846513204406e-06,3.940755006703400552e-09
2.845106417503155618e-11,4.446386136586792641e-08,1.354011142756259867e-06,2.421360760796433560e-09
4.367987688133474834e-11,2.782848140289806437e-08,8.476896256603948542e-07,1.515450769083044329e-09
4.169841393313208053e-11,1.773566281081496879e-08,5.400160236430304754e-07,9.658279033765522075e-10
4.343292017478057296e-11,1.150676174688463207e-08,3.502602593327636175e-07,6.266217220891992820e-10
5.698591061022520588e-11,7.597622112088074935e-09,2.313617164356990370e-07,4.137423852590384181e-10
1.008715098829602043e-11,5.103770244815211368e-09,1.554286865625059056e-07,2.779351280958303771e-10
7.435084759509054636e-13,3.487083094845867871e-09,1.062282591141678816e-07,1.898954772992884516e-10
1.047539042869818043e-11,2.422473544816021987e-09,7.380163614981027490e-08,1.319202202911918154e-10
2.698933335212068913e-12,1.710598516264627189e-09,5.208439483999739721e-08,9.315376573747688657e-11
5.370100847707477813e-12,1.227425409058710230e-09,3.739356482094252974e-08,6.684169191671497717e-11
5.712800235090630669e-12,8.946737771949629812e-10,2.723885687492196730e-08,4.872109420309210367e-11
3.661977916392299301e-12,6.622476839558283953e-10,2.015692499937290017e-08,3.606390688831088396e-11
1.163550028341546374e-12,4.976509613947875741e-10,1.516285715687945417e-08,2.710049180935233503e-11
4.359640817276414957e-13,3.795241289687090990e-10,1.156145024020103369e-08,2.066767945114510668e-11
9.258288063358963469e-13,2.936463077279500966e-10,8.943189431289410538e-09,1.599104588335964706e-11
4.972400757450899571e-13,2.304303877581499831e-10,7.019842198587754856e-09,1.254850752967252194e-11
3.788556551566631504e-13,1.833341843212179488e-10,5.581256697761087194e-09,9.983797774222485623e-12
6.572861722883538558e-13,1.478403855576419353e-10,4.502248660212386962e-09,8.050918151140912217e-12
5.551677591925469641e-13,1.207939299753544227e-10,3.677938017742275543e-09,6.578054025769576982e-12
7.465282180429476132e-13,9.996661742547979680e-11,3.043680612676731654e-09,5.443864690331018850e-12
5.111758911766028465e-13,8.376782629247170081e-11,2.550552346788773990e-09,4.561729940291106665e-12
5.390783342389102442e-14,7.105021502978324954e-11,2.164282141387362953e-09,3.869169196697527150e-12
5.023962603129047974e-13,6.097783972345644710e-11,1.856428687268525256e-09,3.320659607289383221e-12
