# Pesampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Resampled Sensitivity Curve
nan,nan,nan,nan
1.279370461212390422e-14,7.028317088597450589e-13,8.205574971593420801e-10,7.304664010008613371e-13
7.199207476455502476e-14,6.287460120520401394e-13,7.335030629122242634e-10,6.534498834287375308e-13
1.133169677524304633e-13,5.564868439602668280e-13,6.490153138406196355e-10,5.780994525717317027e-13
7.133380096274954731e-14,4.874519589581452264e-13,5.689534595635779491e-10,5.062220738856384993e-13
4.632563471796039075e-14,4.226944328844621117e-13,4.933291628978694629e-10,4.391368965131434300e-13
2.075492651772043459e-13,3.638533261836343777e-13,4.233945540253772839e-10,3.777060543642105713e-13
2.306600265051428337e-13,3.108358078032917285e-13,3.615080937069328289e-10,3.223898151940838820e-13
4.501234793600288500e-14,2.632312336109199657e-13,3.072429444163624568e-10,2.733153566560301015e-13
9.664785955656710205e-14,2.219241169489001020e-13,2.585529904401913835e-10,2.303500559174011014e-13
9.335176853440040161e-14,1.852248899563384376e-13,2.158182451976285435e-10,1.921307055943741312e-13
7.741532245057769333e-14,1.541375307822874502e-13,1.795189332096969953e-10,1.599552196894805776e-13
1.247484174153373614e-13,1.287780293327438802e-13,1.496707602478642161e-10,1.334085832783101202e-13
9.674629555426873846e-14,1.072269690738236585e-13,1.247376812608271330e-10,1.110421955876777104e-13
1.316020301112694645e-13,8.937985597802992793e-14,1.037630973082046107e-10,9.232066777777268062e-14
1.478236798508324250e-13,7.442269752589384511e-14,8.618737352186909244e-11,7.673741487754090735e-14
1.603630155001410996e-13,6.203166112760592478e-14,7.163707150595499306e-11,6.382728962484682127e-14
1.575535367494764903e-13,5.179500586942777514e-14,5.973032052096149118e-11,5.317325422872855660e-14
1.787629692787779176e-13,4.344960887701481289e-14,4.989198148673034770e-11,4.440859568151061561e-14
1.822394199823197893e-13,3.653272756180106841e-14,4.178972495214694385e-11,3.721603043652538298e-14
1.822137911527409836e-13,3.086857465035524117e-14,3.518532041308740931e-11,3.132487050277166875e-14
2.130943219954880646e-13,2.634856216468021979e-14,2.976424200294215416e-11,2.650678054389018026e-14
2.437761816941173443e-13,2.267978338142586499e-14,2.534676959415867793e-11,2.257084749658051279e-14
2.549683351449793070e-13,1.961802960602414644e-14,2.171280417368254294e-11,1.935877705634400670e-14
2.922843709623058980e-13,1.723300581215864797e-14,1.876824496285130099e-11,1.674032616455204721e-14
2.914228628444802049e-13,1.517869501987962260e-14,1.638726724886558837e-11,1.460908239851485722e-14
2.872210192942528286e-13,1.349504613170239631e-14,1.445196449853484899e-11,1.287869524180899776e-14
2.792075201206683756e-13,1.211192035782035023e-14,1.287679572519853241e-11,1.147960296603979763e-14
2.856714780250809628e-13,1.105606104042793480e-14,1.163521495440991319e-11,1.035625923222026728e-14
2.603178289199021447e-13,1.009895587428334696e-14,1.062644003916216949e-11,9.464840823720189967e-15
2.358667470432645853e-13,9.327930806764206111e-15,9.823868072546371391e-12,8.766725238777490853e-15
2.307168991084236778e-13,8.811427232342073783e-15,9.263214329009099405e-12,8.240190646249417797e-15
2.179845684137850165e-13,8.412906175843448864e-15,8.846685990624596253e-12,7.881132323602424743e-15
2.132989895525575417e-13,8.172183303490694909e-15,8.592002316367944875e-12,7.646357123864306529e-15
2.019677138093937790e-13,7.995484547705483946e-15,8.440362234409777504e-12,7.501612361211342858e-15
2.085009935125828198e-13,7.933517500650183930e-15,8.335330079530932120e-12,7.417574896825542717e-15
2.063842666275862847e-13,7.875858868647953501e-15,8.274394701453600020e-12,7.367954581943305305e-15
2.072482355198101080e-13,7.843659605118983309e-15,8.238555290896895230e-12,7.327891329874622982e-15
2.147020808888631367e-13,7.817149582027216829e-15,8.176592677108914266e-12,7.273240810227353344e-15
2.158441280510641464e-13,7.729323137066263532e-15,8.066921344620795296e-12,7.180669800872540138e-15
2.128755481168277419e-13,7.569247207132471077e-15,7.889405619762285801e-12,7.029470284606749844e-15
2.138034164151197359e-13,7.362202011142321900e-15,7.647002363068963119e-12,6.811675701260410662e-15
2.105229945161747874e-13,7.091034324024190483e-15,7.348057010387359699e-12,6.542954077869682314e-15
2.009609330542543809e-13,6.772394608916671070e-15,7.023383229275477827e-12,6.245775838149549504e-15
1.962221940864144916e-13,6.457490286770291322e-15,6.675815369154155757e-12,5.940179966133202068e-15
1.918591927616115255e-13,6.154188260126378907e-15,6.343201747128427229e-12,5.643180910319151191e-15
1.862771720440478666e-13,5.870609840696476008e-15,6.041603631794726606e-12,5.368742387520361792e-15
1.836725603369671055e-13,5.625706803191808771e-15,5.767125142092240092e-12,5.127414897586148081e-15
1.836095380465765259e-13,5.424828991944080274e-15,5.532748206370348117e-12,4.922729590728453386e-15
1.778762896146159461e-13,5.237488623034112954e-15,5.339175871728792611e-12,4.750618098299681533e-15
1.721510029671769300e-13,5.076961437215240643e-15,5.176768186549839408e-12,4.605888213877413768e-15
1.654449409938361187e-13,4.935242200934812500e-15,5.039819427221863971e-12,4.484128669361872268e-15
1.672471207563382353e-13,4.840902207915387557e-15,4.922803259011177401e-12,4.381535181192958729e-15
1.813183054733387825e-13,4.804510735156974951e-15,4.825180487713369505e-12,4.294772935569301623e-15
1.893479896312328126e-13,4.759783672205686189e-15,4.742554571822018976e-12,4.220868719185712260e-15
1.976391147710957318e-13,4.724502411671237833e-15,4.669106613084403251e-12,4.157126728324292557e-15
2.053776813050835228e-13,4.695872440274246581e-15,4.607375542334872248e-12,4.101063737315119543e-15
2.127980873918047543e-13,4.671006237140066073e-15,4.551789953366259068e-12,4.050360522636382330e-15
2.247119840639855859e-13,4.662975258999528693e-15,4.497802430231051688e-12,4.002827324750675080e-15
2.307583385691421678e-13,4.635896715507670700e-15,4.442929255451274428e-12,3.956381756499859156e-15
2.366589140122049575e-13,4.608306264895647917e-15,4.390249671457934274e-12,3.909037981949708067e-15
2.431140107126980217e-13,4.579477499825172324e-15,4.334076073275990210e-12,3.858906225204556478e-15
2.460827462729111335e-13,4.535556143361178337e-15,4.274723439293246133e-12,3.804201747876946780e-15
2.487063452741387096e-13,4.484812682758032762e-15,4.209947581297273964e-12,3.743262375212224463e-15
2.523792519004217616e-13,4.427796137837836181e-15,4.131439858946884387e-12,3.674573472688315136e-15
2.569458610421009006e-13,4.362953088641096236e-15,4.038626112172653275e-12,3.596798998754658987e-15
2.585425447629407013e-13,4.280451843153463610e-15,3.939668266183109041e-12,3.508816912597303875e-15
2.584970794870255686e-13,4.182970117965011205e-15,3.831985458586890359e-12,3.409756833353193095e-15
2.570726912764688231e-13,4.067962994841562999e-15,3.706438222539795921e-12,3.299037472091054627e-15
2.498248718838576837e-13,3.923256428183695518e-15,3.567221449866371809e-12,3.176401040316033765e-15
2.402097991946712425e-13,3.761373761888176377e-15,3.420073783675201819e-12,3.041941633391711787e-15
2.377134637788057107e-13,3.609246746325830458e-15,3.258330395502369139e-12,2.896790825566443280e-15
2.341518352877891769e-13,3.446427140566300364e-15,3.085335820941590464e-12,2.745727259534006303e-15
2.214085901898404765e-13,3.259200680571537283e-15,2.918031283221025562e-12,2.596514440303748969e-15
2.124667101673099274e-13,3.092323547415445429e-15,2.761226451673085385e-12,2.456248989536286074e-15
2.086472803689763316e-13,2.954654498501467180e-15,2.619270427840630563e-12,2.330557409199108001e-15
2.051713991349774633e-13,2.836391582846107237e-15,2.497291430548083908e-12,2.223739909759457907e-15
2.045879165724651369e-13,2.747608355048257769e-15,2.400270607552089697e-12,2.137359449062945051e-15
2.034693942497739471e-13,2.676116671529142962e-15,2.325008479357548222e-12,2.069401029552389548e-15
1.977664974198929316e-13,2.606765494853317208e-15,2.266700624218719815e-12,2.016709794061994710e-15
1.954419615462428260e-13,2.559881010019711574e-15,2.222733830203256806e-12,1.976628909027689228e-15
1.976969191463302005e-13,2.536060191228401580e-15,2.188802043660434163e-12,1.946890406667225470e-15
1.968961541990042340e-13,2.511756219600798817e-15,2.163709966082379742e-12,1.925504112243039879e-15
1.992848664457166653e-13,2.503893237081695812e-15,2.148411943764807101e-12,1.910672566384344664e-15
2.027497914343470799e-13,2.503771086022778535e-15,2.137935970010317879e-12,1.900726332716647526e-15
2.042957394987954265e-13,2.500929785588146128e-15,2.129186573828551683e-12,1.894076017154725966e-15
2.065148721860399090e-13,2.502776942105757861e-15,2.125711215402660103e-12,1.889178704717781363e-15
2.099010207205185527e-13,2.507248835029745656e-15,2.119842772641015359e-12,1.884517479350807079e-15
2.138522672703918769e-13,2.511221829849344011e-15,2.110387693528420143e-12,1.878593312451416244e-15
2.196483036909559835e-13,2.518062203256936628e-15,2.099865294556677527e-12,1.869928930613516642e-15
2.165421768290972202e-13,2.496398091331980246e-15,2.085466006314250199e-12,1.857084325247777468e-15
2.157125172480249284e-13,2.475982613010886809e-15,2.067030647825495145e-12,1.838712407880413394e-15
2.141941652037260124e-13,2.447260483517810195e-15,2.041918888919010985e-12,1.813953460733731745e-15
2.180105374440438410e-13,2.425176578550240422e-15,2.003924076266237557e-12,1.783480243789262886e-15
2.175726824881155587e-13,2.387883169400667939e-15,1.963686966555145062e-12,1.748782987150610591e-15
2.133969764805474251e-13,2.338493922463440582e-15,1.923136114752113924e-12,1.711305839879454711e-15
2.091890837526808764e-13,2.287719997773784459e-15,1.881553194582676255e-12,1.672407861755126850e-15
2.080084475418396493e-13,2.243929432951487049e-15,1.836653104622483603e-12,1.633347001798567319e-15
2.086207920320299059e-13,2.206231817089001128e-15,1.793994976614804742e-12,1.595273920407180881e-15
2.065071738505529767e-13,2.163055363381790037e-15,1.753510989641060920e-12,1.558894645557894784e-15
2.035162881656878381e-13,2.121702415373901632e-15,1.720261392452329293e-12,1.525345648928190091e-15
2.028122584629302172e-13,2.087643449534839005e-15,1.682665575237840082e-12,1.495521666270036266e-15
2.023009873209141815e-13,2.058856498818017688e-15,1.654333137296851099e-12,1.468560722017975825e-15
1.979381762869468673e-13,2.021237593410884004e-15,1.624060682622365578e-12,1.444236469313537401e-15
2.000383428215378534e-13,2.003299672121303469e-15,1.597411222762004950e-12,1.422342956749146033e-15
2.005529585647943166e-13,1.984767451457609228e-15,1.577477215033879859e-12,1.402692199425844274e-15
1.999949845243752564e-13,1.964837321443405899e-15,1.557343617477001728e-12,1.385111982130542494e-15
1.970502105009311970e-13,1.940809829135685049e-15,1.539586149598769041e-12,1.369443915166617390e-15
1.914552337717187864e-13,1.912191953615567314e-15,1.525308061034173737e-12,1.355541709845939036e-15
1.781658488440225808e-13,1.864767477711029549e-15,1.512329299614917414e-12,1.343269645512059768e-15
1.680398306305363718e-13,1.826378101257852770e-15,1.499085129292339396e-12,1.332501204114346688e-15
1.764734411610801558e-13,1.839270013228247599e-15,1.489496698180548770e-12,1.323117851905787450e-15
1.911434484513638105e-13,1.869036290857270107e-15,1.480151667085923707e-12,1.315007950886282287e-15
2.011760128899628265e-13,1.887358034329913468e-15,1.472102747383183971e-12,1.308065785238805692e-15
2.082312402687238555e-13,1.899017237893142189e-15,1.465844596040489338e-12,1.302190690271823559e-15
2.108010104374901945e-13,1.899800105566759294e-15,1.458731350191402603e-12,1.297286273342286021e-15
2.129105342744413423e-13,1.900534455158012909e-15,1.453436771701182988e-12,1.293259717933853665e-15
2.132130939816349577e-13,1.898163296418728731e-15,1.450866422168460206e-12,1.290021163541856874e-15
2.121012796161980879e-13,1.892807804347142744e-15,1.448339251686536690e-12,1.287481790740954015e-15
2.137221095991445173e-13,1.894802874733887456e-15,1.446321584335590222e-12,1.285531398662877956e-15
2.127270570392733953e-13,1.890818282075562994e-15,1.444919802482126026e-12,1.284015919092490324e-15
2.132235144002377666e-13,1.890558708480573762e-15,1.442992204417920510e-12,1.282756052970930715e-15
2.147846036697727264e-13,1.893009522567293440e-15,1.441178723676359150e-12,1.281572671954179201e-15
2.181740103728911833e-13,1.900138422291999109e-15,1.440377644711678060e-12,1.280287472309326408e-15
2.253433140054229441e-13,1.915550916440484043e-15,1.437124316609424907e-12,1.278722981969543161e-15
2.286082622663882501e-13,1.921893384474745977e-15,1.436960578564273899e-12,1.276702809779036812e-15
2.282921221468186909e-13,1.918626322005060040e-15,1.435179595859690949e-12,1.274052133842451614e-15
2.282082870421149544e-13,1.914388949021575548e-15,1.430144207020530865e-12,1.270598424591563781e-15
2.222365431998388821e-13,1.895540064336165680e-15,1.426406649093523203e-12,1.266172396020261010e-15
2.223787116122262331e-13,1.888965175341260919e-15,1.416759196861482538e-12,1.260603067164389041e-15
2.219106781198465025e-13,1.881101303474722353e-15,1.412157081239968056e-12,1.253390112666688301e-15
2.156031827714792882e-13,1.855642362497659335e-15,1.398881394440494660e-12,1.244935818688879486e-15
2.177175740890449532e-13,1.850383593267704886e-15,1.388822666211391645e-12,1.234870681109956445e-15
2.257716036824531886e-13,1.857527015949740584e-15,1.377115311603411354e-12,1.223065343286025367e-15
2.252103038575902628e-13,1.840487223968063599e-15,1.358183825143616166e-12,1.209403973545748296e-15
2.306595218024888904e-13,1.837299402773836700e-15,1.343548428255957541e-12,1.193786308290214682e-15
2.335909984959873724e-13,1.825415922149163513e-15,1.325125466682500872e-12,1.176129689371786969e-15
2.348807025368020919e-13,1.806410966404229530e-15,1.301202545937927459e-12,1.156371041807614716e-15
2.361198137992742071e-13,1.785547027245629964e-15,1.277417963628121944e-12,1.134468733921931548e-15
2.281721780278766786e-13,1.740798748006659164e-15,1.249975422890233919e-12,1.110404259292164261e-15
2.189476983265996875e-13,1.691225566772776427e-15,1.221829271534351371e-12,1.084192604405612927e-15
2.102095987311991909e-13,1.640299107989229655e-15,1.190167327585167048e-12,1.056142271901629898e-15
2.085223941587011332e-13,1.604441227961206612e-15,1.157001761742274110e-12,1.027005713261644100e-15
2.153021170039389456e-13,1.587953068167215534e-15,1.124393613390622380e-12,9.977085560730841948e-16
2.190048241102385942e-13,1.564569164394599400e-15,1.091583929517521226e-12,9.690978459971644620e-16
2.169545119439292259e-13,1.529934637276748170e-15,1.061422197313376534e-12,9.419281493916393857e-16
2.133651147119662402e-13,1.494052766541009590e-15,1.033128705066590221e-12,9.168697493481832580e-16
2.105422090500948429e-13,1.462721050680613057e-15,1.007336617528049353e-12,8.945219538317887357e-16
2.087281130132583061e-13,1.437112479352250477e-15,9.848670602627185222e-13,8.754053977014751738e-16
2.075247845402211166e-13,1.417275317642814868e-15,9.683515428006100064e-13,8.597993195301495269e-16
2.056983487076605028e-13,1.399107271851568236e-15,9.533491937294217729e-13,8.473987614687839164e-16
2.071718949839233259e-13,1.391385464986395840e-15,9.423398821642869452e-13,8.376994729744516949e-16
2.079996511465153159e-13,1.385184443728417305e-15,9.355544539177876230e-13,8.302424038308169444e-16
2.093205343468408627e-13,1.381257044821383378e-15,9.278944792365122932e-13,8.245408264987547954e-16
2.117013927723193361e-13,1.381525246322837555e-15,9.232260297827179349e-13,8.202395096321785969e-16
2.136484262611844459e-13,1.382369152048476698e-15,9.207037756583287984e-13,8.171026474792244817e-16
2.127465314355077420e-13,1.377502544923282227e-15,9.175963096345225028e-13,8.145642919338139028e-16
2.168794753136750577e-13,1.383457000044111672e-15,9.144190757997521096e-13,8.122584491362570572e-16
2.160854983241412358e-13,1.379191062981496281e-15,9.123736389301201123e-13,8.098238272312893376e-16
2.146633433950678536e-13,1.373034630542155408e-15,9.097651415097328667e-13,8.069037232554909816e-16
2.169072093785901742e-13,1.373286962848653673e-15,9.048743109304788351e-13,8.031474507422082733e-16
2.163072648412092373e-13,1.366712031183522203e-15,9.005607713662014203e-13,7.982132596433902137e-16
2.197900350779587339e-13,1.366359494236489803e-15,8.925339302302056381e-13,7.917726735659035870e-16
2.246549112039121759e-13,1.366771423277686751e-15,8.827176680465845359e-13,7.835161267909043378e-16
2.243874481792213683e-13,1.354237315490640503e-15,8.709136669219493944e-13,7.731801781148104223e-16
2.210472898136905148e-13,1.333032123545083619e-15,8.568861052048254598e-13,7.607810278559582201e-16
2.189280685095257147e-13,1.312642869722689402e-15,8.421037317152775326e-13,7.466994307253559150e-16
2.194569596021654022e-13,1.296019900819188784e-15,8.251364063505005274e-13,7.314652977088742851e-16
2.199017328039242037e-13,1.278258567397243422e-15,8.067996800029015061e-13,7.155834968896929736e-16
2.156487219361017470e-13,1.251104283276333769e-15,7.893902410851274647e-13,6.995243480499736889e-16
2.112256626814121537e-13,1.223578114451317460e-15,7.709234130660273760e-13,6.837209036786395734e-16
2.091021833435336818e-13,1.201340908500529983e-15,7.529459985663411554e-13,6.685689986782385245e-16
2.071964342716005576e-13,1.180900473888168626e-15,7.369740313216107419e-13,6.544296480167657501e-16
2.088197810625919306e-13,1.168883167257574559e-15,7.222070366718290484e-13,6.416243152309147462e-16
2.092207979276089346e-13,1.156260687205396594e-15,7.095132160612457970e-13,6.303303263554388227e-16
2.106975393122303849e-13,1.147259473559655679e-15,6.995626403194202861e-13,6.200646689186918002e-16
2.098032857550412217e-13,1.134893982734749485e-15,6.886774180168419887e-13,6.113953040593317793e-16
2.116312833872929456e-13,1.129488099370586112e-15,6.806915864483852622e-13,6.038944170866747814e-16
2.112894593350870888e-13,1.120944778719984193e-15,6.733801603844379208e-13,5.973214468682663296e-16
2.103399678466884006e-13,1.112252369968017849e-15,6.671738860996640993e-13,5.915531665641273115e-16
2.113225544681354656e-13,1.107812706515381540e-15,6.608192937556316355e-13,5.864734468876296759e-16
2.086437351064420221e-13,1.097240674646840515e-15,6.554144636289502590e-13,5.819719695318426155e-16
2.039018760382103624e-13,1.083354018599626948e-15,6.506601616077524933e-13,5.779431578625666875e-16
1.984183384737273420e-13,1.068582104210386834e-15,6.468393152780718553e-13,5.742853048602257464e-16
1.933447474936005899e-13,1.054847041593309419e-15,6.432624746497758912e-13,5.708998826909987945e-16
1.983399907290889577e-13,1.060597611672481906e-15,6.402163897827958497e-13,5.676910217675794047e-16
2.100524518674476757e-13,1.079021824960330153e-15,6.372457611084365529e-13,5.645651498237256849e-16
2.172319972850192437e-13,1.088421228392162260e-15,6.335068961134788878e-13,5.614307834503064080e-16
2.205415353088974276e-13,1.090432882677647654e-15,6.297073212826544877e-13,5.581984657819433433e-16
2.228786420520715195e-13,1.090470354517216813e-15,6.260190816842531275e-13,5.547808446272632813e-16
2.231908434495822929e-13,1.086435572896156843e-15,6.217844490751181148e-13,5.510952364637857340e-16
2.210402025314873348e-13,1.077580858258155966e-15,6.172461084066902742e-13,5.470864475765037602e-16
2.177573921355061471e-13,1.066154641074653705e-15,6.116924092303224244e-13,5.427721483061959758e-16
2.150669603687663749e-13,1.055679003509266483e-15,6.067694766090633409e-13,5.382096675361316870e-16
2.202584707963152978e-13,1.059168516458268827e-15,6.017408815576433559e-13,5.334556145476171584e-16
2.203499435423893368e-13,1.053367711454315186e-15,5.969328978099172706e-13,5.285560339925946256e-16
2.187566538216835616e-13,1.043666179057541126e-15,5.896187579707632243e-13,5.233239583677204398e-16
2.189434120229348151e-13,1.037805976498460351e-15,5.843348083814432403e-13,5.183223208095414714e-16
2.174513800514696287e-13,1.029257493104006284e-15,5.802123648252456562e-13,5.133476698777784025e-16
2.105635347839191481e-13,1.010834643136285594e-15,5.744048631025685989e-13,5.084474981583533008e-16
2.131248514004302595e-13,1.009184896076712570e-15,5.681478252423199089e-13,5.036675075992782563e-16
2.148815112006457499e-13,1.006494842464383746e-15,5.630315000671347465e-13,4.990517013378689316e-16
2.139356867694185529e-13,9.992650612405804747e-16,5.580319111109844108e-13,4.946425134996504835e-16
2.144686491322998787e-13,9.949406813794700478e-16,5.533901710052339505e-13,4.904809746335335389e-16
2.175780178780742731e-13,9.954697811401162336e-16,5.493433312620339676e-13,4.865965088925138323e-16
2.177461269438948017e-13,9.911523976010843457e-16,5.452203621789033501e-13,4.829769785615000721e-16
2.163212944727451937e-13,9.843832701434451223e-16,5.414655470109588954e-13,4.795823771978137754e-16
2.156146369425048073e-13,9.791529354647436065e-16,5.382467417479512890e-13,4.763682765012865165e-16
2.136314867542306607e-13,9.717246905191230182e-16,5.343725371287537526e-13,4.732915524333582749e-16
2.120919685657124581e-13,9.651830162194624906e-16,5.306117890062238199e-13,4.703102488124122084e-16
