# Flux, Flux Uncertainty, Sky Flux
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
1.336403285853834117e+287,2.069158450069748400e+286,8.921114832817963664e+287
8.681173152173402109e+235,1.174347235326362965e+235,5.750461833518915699e+236
6.155469815262011842e+190,1.445833312038029733e+190,6.854063015967198421e+191
5.031523737821792977e+151,8.557163265699651595e+150,4.942075330739913260e+152
1.436652093361896945e+118,2.009962365876532464e+117,8.273136584806367277e+118
1.845805442436635948e+89,2.994082581080927800e+88,1.454437486392909909e+90
5.631850244973698200e+64,1.605951121093667037e+64,9.081516435152336595e+65
8.133093623751617270e+44,1.648550059880953292e+44,8.228113818200498490e+45
7.610884161170264494e+28,9.458768869413771818e+27,4.312229206428548986e+29
3.705628287976478000e+15,8.927058897618943750e+14,5.444296796685544000e+16
2.002765182057564671e+05,7.768412438924818707e+04,6.449626315403134562e+06
3.361424120772091295e-02,5.163745271642632834e-03,2.505177509774616507e-01
3.408301055921621883e-08,2.134683598133942064e-08,1.709120570378811078e-06
5.577120950972965573e-11,1.289773269633952238e-11,6.029391492667149607e-10
3.360174857111672273e-13,1.021675050518827849e-13,5.491186898577296580e-12
1.407151506923091153e-14,4.888892808346264278e-15,5.039555275543446842e-13
1.595175739940360219e-14,3.644021456233274503e-15,1.803366602396556022e-13
7.875665579742829419e-15,2.256321404368874685e-15,1.084167277584772358e-13
6.779057809774293242e-15,1.551341908231829745e-15,7.700926841427263692e-14
3.816305602507208892e-15,9.170357415771721573e-16,6.513632696759043784e-14
4.045338662974225530e-15,1.041279506794814282e-15,4.809339582289873965e-14
5.554584754997300081e-15,8.998722941580820337e-16,4.058960333649861178e-14
2.996427585691758143e-15,7.585134219419984976e-16,3.350858746047659121e-14
3.412736875094680352e-15,6.586560158545662793e-16,2.993735180766609988e-14
1.614452729470622007e-15,4.680926454095763815e-16,2.868541548893855199e-14
3.682372619847375965e-16,3.341941544820580435e-16,2.745909516747850484e-14
1.452917480771920719e-15,3.444029229439686512e-16,2.234084880179018213e-14
1.789543688859074823e-15,3.195635804688996185e-16,1.979257608002996110e-14
5.099146044001190036e-16,3.273266780790744829e-16,1.809675929938568203e-14
9.584610180271746533e-16,3.808663885652554060e-16,1.882547821670475159e-14
1.058448889562535089e-15,3.863620310555715332e-16,1.790259816430346086e-14
1.944176967759644617e-15,3.679766905298706916e-16,1.786925225953579263e-14
2.863638519360523708e-15,4.026803204418167940e-16,1.592892376657354579e-14
8.114095962561194689e-16,2.762662896408426522e-16,1.692076029618302473e-14
1.495240863432649598e-15,3.418203778884634415e-16,1.558227185666213973e-14
5.153414950470808313e-16,2.624189774070769866e-16,1.512559270134496290e-14
2.146719457620730431e-15,3.416453120978648374e-16,1.348777218680412396e-14
1.704684531569046407e-15,3.017661298042602664e-16,1.331107059043021660e-14
6.460467540288781159e-16,2.358360564514434936e-16,1.343263417884593274e-14
7.739400564963402566e-16,2.020141973251432971e-16,1.251997132023400016e-14
6.451400952523600053e-16,2.465146047550548880e-16,1.279916346390602157e-14
3.294682323368955432e-16,1.835278502028162018e-16,1.213955884687857029e-14
7.439457609777151561e-16,2.259043639097865727e-16,1.113923438163710032e-14
2.600034269231103180e-16,1.100262716591376953e-16,1.030549258905603137e-14
8.321847602155201285e-16,2.265293821256253673e-16,9.744762537972519145e-15
7.104815253831129427e-16,1.957857470847221465e-16,9.375556436865254799e-15
1.206390039302117495e-15,2.263264818451542010e-16,8.743865600572137770e-15
3.333818260128939239e-16,1.499143324880047914e-16,9.060550594259110484e-15
4.552450199163544762e-16,1.275421974496180883e-16,8.474466418520517879e-15
3.600131206735866697e-16,1.302447421111360766e-16,8.060331323494703829e-15
1.140906867229909416e-15,2.010394415131758417e-16,7.485436068182064842e-15
7.491911335709434098e-16,1.615341820254938992e-16,7.234426233985591322e-15
2.318005267893409899e-16,1.109425723757108248e-16,7.244867014360234861e-15
5.490494354548544575e-16,1.429405085512434071e-16,6.535045238926621844e-15
5.673123063149724789e-16,1.507451988891727498e-16,6.872799738991069013e-15
5.632698316605972801e-16,1.476651895242182120e-16,6.938548819674710962e-15
8.664771551902398717e-17,7.273269334176871790e-17,7.223491175487389768e-15
7.033637470350879517e-16,1.379884317218801372e-16,6.026875867979491926e-15
1.071851117726960951e-16,7.070170429719851568e-17,6.331340762521424979e-15
4.106674350608023355e-16,1.209055955844759250e-16,5.766140173591691022e-15
5.332434982300894115e-16,1.177275866819534920e-16,5.606353024565970627e-15
3.737454082644600544e-16,1.127487552704284063e-16,5.775362925013621558e-15
5.831797752790119012e-16,1.100346328790942342e-16,5.258915795863438076e-15
7.394384819743380178e-16,1.333353744671018850e-16,4.774530063136492706e-15
3.682179097915949567e-16,1.090127886329942880e-16,5.065125497293994449e-15
3.835076378489253319e-16,9.737688537121938942e-17,5.082324643311306040e-15
4.854514400433527057e-16,1.031412194076943530e-16,4.809227622604712890e-15
4.468293545496824234e-16,8.677649601993887777e-17,4.781791479130282897e-15
3.848460309429578885e-16,8.927970444495695885e-17,4.649755493693485481e-15
6.291050808028057762e-16,1.109080216829973919e-16,4.322838695212103486e-15
1.410741708665333148e-16,6.204292767940704521e-17,4.507306984321673515e-15
1.806363760821669082e-16,7.056773274429118607e-17,4.344438119449654730e-15
2.767024452939594448e-16,8.337008710347398362e-17,4.335730340603131383e-15
3.767214953667912444e-16,9.227964475779927305e-17,4.138146595766681512e-15
2.648329965847936617e-16,6.456794528741925929e-17,4.420767670105283617e-15
3.141357112241535105e-16,6.268528062233720074e-17,3.939293049391621402e-15
2.061377696662606007e-16,6.591807830560405422e-17,3.815553111499584031e-15
2.524025877523282014e-16,5.924827643018081398e-17,3.943842321504424979e-15
3.462261451949600320e-16,7.728753802882664559e-17,3.493853214574492350e-15
3.796294698259926815e-16,8.746033783012998964e-17,3.540917445305110518e-15
2.055252487124387838e-16,7.246283627760450385e-17,3.554094030302021903e-15
1.010592099411566376e-16,6.003064020872367831e-17,3.627907984417974268e-15
8.430679193315384634e-17,6.464096512054067035e-17,3.420489889292792225e-15
1.742084069581551254e-16,5.621205859073598870e-17,3.322602035795859305e-15
2.247375925482844691e-16,6.386394793040008965e-17,3.041157614938352427e-15
5.200168968736443266e-16,8.180589565878040843e-17,2.823838327783849563e-15
4.147456533101667843e-16,6.943560102614116024e-17,2.898225570152201808e-15
3.058386824371931592e-16,6.673461588680433103e-17,3.033403980077958410e-15
4.045079377226095995e-17,4.364803141430315556e-17,3.206869555022140628e-15
