# Flux, Flux uncertainty, Sky flux
-inf,inf,inf
inf,inf,inf
inf,inf,inf
-inf,inf,inf
-inf,inf,inf
-inf,inf,inf
inf,inf,inf
inf,inf,inf
-inf,inf,inf
-inf,inf,inf
inf,inf,inf
-inf,inf,inf
-inf,inf,inf
inf,inf,inf
-2.713643036023012495e+295,5.386973873461341910e+294,3.048772644239808129e+296
-5.696178196178093813e+248,1.657558697743246814e+248,9.014267670922316479e+249
-6.034315362647972363e+206,4.655787512728382687e+206,2.446825178091425885e+208
2.592748327808940619e+169,5.357401990063808737e+169,2.665854016578814043e+171
1.588099010752739410e+137,1.493807860145833711e+137,7.122866063616081521e+138
-6.174050505607333615e+108,5.022560750474959584e+108,2.637843798317527263e+110
-1.682306490888925368e+84,1.110178333214626982e+84,5.939235439078221949e+85
1.231143243286059449e+63,9.195093279030454838e+62,4.476201335864152339e+64
4.334001369889034535e+45,1.384897076315986304e+45,6.385459700326042680e+46
-2.509882533451866227e+30,1.988856579423988544e+30,9.874565309424844817e+31
2.180217988496718720e+17,1.535871981156682240e+18,7.368262948703204966e+19
4.350408967559621930e+08,3.284520441521053314e+08,1.567650063363443184e+10
-1.606154085486577898e+01,9.004674060316711248e+00,4.696961525237343267e+02
-6.013432460258955235e-06,2.161762928761801002e-05,1.122729405428694134e-03
1.555935787424636615e-09,2.022629330417369888e-09,9.956065021582014514e-08
1.232113401306840992e-12,3.922814446759113294e-12,1.959274064217093982e-10
3.226282043281768951e-13,9.203001392047764345e-14,4.221701819343477567e-12
9.795412624880173479e-15,1.131618308613198488e-14,5.541171873114015660e-13
-2.511096756247557403e-15,4.333364283354879383e-15,2.202457655508585353e-13
-3.639073519703710493e-15,2.624131297946418820e-15,1.387074801749672243e-13
4.731135297344133173e-15,2.132081810106810776e-15,9.729209564462385080e-14
2.111523087753463651e-15,1.640078621333994429e-15,8.005993462829333023e-14
4.886096790252840218e-15,1.410596869488386091e-15,6.428600140324538984e-14
-3.747797886686237778e-15,1.075628494928098644e-15,5.667314845045142979e-14
2.833483385437916732e-16,9.186864728616704289e-16,4.481341626635614958e-14
2.190413791383379751e-15,8.888173799531799151e-16,4.144573904865381658e-14
9.682254985686732006e-16,7.588449988009234446e-16,3.769146473425043428e-14
-1.726845643542578730e-15,6.636538095432636866e-16,3.596322713985125412e-14
1.841452688772150508e-15,7.013327367775566463e-16,3.280663087154801352e-14
-3.044156865196158074e-15,6.651632066900428434e-16,3.818278343999434402e-14
-5.542186314747301137e-16,6.353499067773859343e-16,3.380586601124181966e-14
-8.188480210201724207e-16,5.761905429440945732e-16,3.033753563956876003e-14
-1.055199076587190150e-15,5.316721990971661649e-16,2.836313902407172904e-14
-1.112838559099998175e-16,5.345834960247314628e-16,2.597379527397442501e-14
-3.575571554190027851e-16,5.011090399063323788e-16,2.431287611335300661e-14
-7.045681352640258965e-16,4.568936716794447782e-16,2.412741042443182653e-14
-4.005560259997789122e-16,4.344496136494058475e-16,2.212119478210882475e-14
3.405000961310689076e-16,4.193834950926684616e-16,2.106212290562793588e-14
4.760704677283450361e-16,4.207017340880703800e-16,2.099962399608321124e-14
-1.082033600286377212e-16,3.918800764914527273e-16,2.031985610744586513e-14
2.359877585514187368e-16,3.797713866629263349e-16,1.923405448683202079e-14
9.556029949309192931e-16,3.718285636191052779e-16,1.717314492690033311e-14
2.204539424698036795e-16,3.510094162875042370e-16,1.661448792326011392e-14
-7.409968416013886116e-17,3.287422260924977935e-16,1.655022582244179576e-14
9.749922864740514857e-17,3.036635422229785668e-16,1.511744229878864033e-14
5.655101711933832918e-17,2.890119867190605142e-16,1.422983654853147462e-14
4.981740811735655137e-16,2.810493059903655413e-16,1.349715947525089908e-14
-1.458285654337181486e-16,2.649647948674333988e-16,1.376115436987657007e-14
3.235888125279002010e-16,2.611198084603289699e-16,1.280068174972680963e-14
-3.745567196600912894e-16,2.512422455680149129e-16,1.354722123391456590e-14
1.816806266292818941e-16,2.489895969807575552e-16,1.247740908004826124e-14
7.633658603949432598e-17,2.304922457756305386e-16,1.117719177694041892e-14
2.251102103695418641e-17,2.244366479859177743e-16,1.085947908096771586e-14
-6.931882197644862216e-16,2.129704461702928345e-16,1.202344587375193775e-14
5.495622633788173638e-16,2.141270353773885001e-16,1.021741306977151585e-14
-1.272663945300150171e-16,1.983275250332763343e-16,1.063963129113480427e-14
9.405256354137373478e-16,2.029304723946984236e-16,8.851378202373333196e-15
-2.892471811915487903e-16,1.890647937584336964e-16,1.028045528482599057e-14
-2.759988164138635325e-16,1.772880566536627604e-16,9.197794556082995467e-15
-5.270113256249500222e-16,1.758137891229211733e-16,9.759194224531533329e-15
-8.390588238106130254e-17,1.728949488910219587e-16,8.735981863832453586e-15
9.082752132897781172e-17,1.782028426341239529e-16,8.514844420321274769e-15
1.936395574676150242e-16,1.614345819157485663e-16,7.735673542451228956e-15
3.375245876238517265e-16,1.673704274710894735e-16,7.866572851364614813e-15
-1.581441146242242004e-16,1.551613137094805304e-16,7.776751165710083469e-15
2.859547874744757206e-17,1.530824898071166406e-16,7.595897587215274335e-15
1.706971598995673877e-18,1.461517874712939847e-16,7.405527323916947565e-15
2.479682614075535992e-16,1.454052391647020573e-16,7.187513417999701270e-15
-4.241818745947240211e-16,1.298870593883732023e-16,7.215583501460342224e-15
2.624369222117695450e-16,1.382443156100441499e-16,6.881578480347174105e-15
1.222068121423794950e-17,1.366576518975693743e-16,6.833995147195314212e-15
-1.134867713720712806e-16,1.352330508151788813e-16,6.786939120146754908e-15
-1.648315740556128211e-16,1.287134297574704080e-16,6.932790781502880454e-15
-1.826695059567978386e-16,1.238392777420869300e-16,6.674299730649001836e-15
1.818595161172092188e-16,1.250852131621903557e-16,5.728238587864119289e-15
7.096696875160009436e-17,1.241648805626855242e-16,6.301361847146579631e-15
-2.432897974947844876e-16,1.160883841745798281e-16,6.283015233054641550e-15
1.453009313216053425e-16,1.172321884443740198e-16,5.395455562702006693e-15
2.201257913684669724e-16,1.209484933774057331e-16,5.594968592892198897e-15
3.160037128153838086e-16,1.177111802467725809e-16,5.308426799186343562e-15
-4.388711670119672142e-17,1.082896142099786812e-16,5.749379083935529753e-15
-1.541157731670178867e-16,1.069808076486451022e-16,5.383924715369374719e-15
3.925772765103618246e-17,1.010015901313258401e-16,5.057752120840676651e-15
-1.832426804200268997e-16,9.917720833020334387e-17,5.303024943794738701e-15
1.756059177122837547e-16,1.027482159500435603e-16,4.905424858753804732e-15
-2.324101894897727455e-17,1.018368543692450191e-16,5.342333632468855687e-15
-2.062603748077963375e-16,9.920530047081941331e-17,5.581865179924783888e-15
